id	moa	pert_id	pert_iname	pert_type	target_name	aud_q75	aud_med	aud_q25	aud_iqr	cell_id	query
BRD-K13167095	HDAC inhibitor	BRD-K13167095	AR-42	trt_cp	HDAC1|HDAC2	0.39	0.35	0.3	0.09	-666	0.93
BRD-K20545304	"Nuclear factor erythroid derived, like (NRF2) activator"	BRD-K20545304	bardoxolone	trt_cp	NFE2L2|PPARG	0.39	0.35	0.3	0.08	-666	0.93
BRD-K11663430	HDAC inhibitor	BRD-K11663430	pyroxamide	trt_cp	-666	0.22	0.18	0.14	0.07	-666	0.93
BRD-K96253961	Adrenergic receptor agonist	BRD-K96253961	metaraminol	trt_cp	-666	0.41	0.37	0.33	0.08	-666	0.93
BRD-K91825936	CC chemokine receptor antagonist	BRD-K91825936	ZK-811752	trt_cp	-666	0.25	0.23	0.2	0.06	-666	0.93
BRD-K83837640	HDAC inhibitor	BRD-K83837640	JNJ-26481585	trt_cp	HDAC1|MDM2	0.63	0.58	0.53	0.1	-666	0.93
BRD-K50677762	Acetylcholine receptor agonist	BRD-K50677762	oxiracetam	trt_cp	-666	0.27	0.22	0.18	0.09	-666	0.93
BRD-A73741725	Aromatase inhibitor	BRD-A73741725	exemestane	trt_cp	CYP19A1	0.14	0.11	0.09	0.05	-666	0.93
BRD-K72815923	Acetylcholine receptor agonist	BRD-K72815923	xanomeline	trt_cp	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	0.31	0.26	0.21	0.09	-666	0.93
BRD-K79584249	-666	BRD-K79584249	CGM-097	trt_cp	-666	0.19	0.12	0.08	0.11	-666	0.93
BRD-K80725821	Serotonin receptor antagonist	BRD-K80725821	RS-16566	trt_cp	-666	0.22	0.19	0.17	0.06	-666	0.92
BRD-K85014146	PARP inhibitor	BRD-K85014146	AZD-2461	trt_cp	-666	0.2	0.16	0.12	0.08	-666	0.92
BRD-K70344361	-666	BRD-K70344361	NH-125	trt_cp	-666	0.35	0.32	0.29	0.06	-666	0.92
BRD-K08619574	Dopamine receptor antagonist	BRD-K08619574	thioproperazine	trt_cp	-666	0.15	0.13	0.1	0.05	-666	0.92
BRD-K19085898	Phospholipase inhibitor	BRD-K19085898	darapladib	trt_cp	PLA2G7	0.23	0.22	0.2	0.04	-666	0.92
BRD-K79555887	-666	BRD-K79555887	RI-1	trt_cp	RAD51	0.14	0.12	0.09	0.04	-666	0.91
BRD-K03601870	Microtubule stabilizing agent	BRD-K03601870	ixabepilone	trt_cp	TUBB|TUBB3	0.51	0.45	0.39	0.12	-666	0.91
BRD-A35588707	Topoisomerase inhibitor	BRD-A35588707	teniposide	trt_cp	TOP2A	0.56	0.49	0.42	0.14	-666	0.91
BRD-A97701745	Adrenergic receptor antagonist	BRD-A97701745	pindolol	trt_cp	ADRB1|ADRB2|HTR1A	0.16	0.14	0.11	0.05	-666	0.91
BRD-K95523387	TRPV agonist	BRD-K95523387	OLDA	trt_cp	-666	0.14	0.12	0.1	0.05	-666	0.91
BRD-K77685957	PKC inhibitor	BRD-K77685957	dequalinium	trt_cp	-666	0.25	0.22	0.18	0.07	-666	0.91
BRD-A70083328	Acetylcholinesterase inhibitor|Microtubule inhibitor	BRD-A70083328	secnidazole	trt_cp	-666	0.2	0.17	0.14	0.06	-666	0.91
BRD-K59369769	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	BRD-K59369769	tozasertib	trt_cp	ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2	0.34	0.29	0.23	0.12	-666	0.91
BRD-K70358946	Serotonin receptor agonist|Serotonin receptor antagonist	BRD-K70358946	aripiprazole	trt_cp	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR2A|HTR2C	0.18	0.15	0.13	0.05	-666	0.91
BRD-A84228258	Protein synthesis inhibitor|Brefeldin A inhibited guanine nucleotide exchange protein inhibitors|Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor	BRD-A84228258	brefeldin-a	trt_cp	-666	0.54	0.49	0.43	0.11	-666	0.91
BRD-K32285926	Tyrosine kinase inhibitor	BRD-K32285926	AMG-208	trt_cp	MET	0.14	0.11	0.09	0.05	-666	0.91
BRD-K10784860	Angiotensin converting enzyme inhibitor	BRD-K10784860	temocapril	trt_cp	ACE	0.21	0.18	0.15	0.05	-666	0.91
BRD-K26756394	ATR kinase inhibitor	BRD-K26756394	VE-821	trt_cp	ATR	0.18	0.14	0.11	0.07	-666	0.91
BRD-A03216249	Potassium channel blocker|Sodium channel blocker	BRD-A03216249	mepivacaine	trt_cp	-666	0.14	0.11	0.08	0.06	-666	0.9
BRD-K39558284	Adenosine receptor agonist	BRD-K39558284	SDZ-WAG-994	trt_cp	ADORA1	0.2	0.17	0.14	0.06	-666	0.9
BRD-K78318619	Cytochrome P450 inhibitor	BRD-K78318619	PF-4981517	trt_cp	CYP3A4	0.19	0.16	0.12	0.07	-666	0.9
BRD-K33882852	Benzodiazepine receptor agonist	BRD-K33882852	ZK-93423	trt_cp	GABRA1|GABRA2|GABRA3|GABRA5	0.25	0.22	0.19	0.06	-666	0.9
BRD-A36057565	Protein synthesis inhibitor	BRD-A36057565	bruceantin	trt_cp	-666	0.56	0.5	0.44	0.12	-666	0.9
BRD-A68009927	RNA synthesis inhibitor|Topoisomerase inhibitor	BRD-A68009927	daunorubicin	trt_cp	TOP2A	0.64	0.59	0.54	0.1	-666	0.9
BRD-K68747584	Aurora kinase inhibitor	BRD-K68747584	PF-03814735	trt_cp	-666	0.27	0.22	0.18	0.09	-666	0.9
BRD-K77943374	MET inhibitor	BRD-K77943374	NVP-BVU972	trt_cp	MET	0.14	0.1	0.08	0.06	-666	0.9
BRD-K58770988	HSP90 Inhibitor	BRD-K58770988	NMS-E973	trt_cp	-666	0.47	0.41	0.35	0.12	-666	0.9
BRD-K60348325	-666	BRD-K60348325	brilliant-green	trt_cp	-666	0.62	0.57	0.53	0.09	-666	0.9
BRD-K64800655	CDK inhibitor	BRD-K64800655	PHA-793887	trt_cp	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9	0.34	0.28	0.21	0.13	-666	0.9
BRD-K17061841	-666	BRD-K17061841	stattic	trt_cp	-666	0.3	0.28	0.25	0.04	-666	0.9
BRD-K21718444	Abl kinase inhibitor|Aurora kinase inhibitor|FLT3 inhibitor	BRD-K21718444	KW-2449	trt_cp	FLT3|ABL1|AURKA|FGFR1	0.28	0.23	0.19	0.09	-666	0.9
BRD-K25837718	Bacterial 50S ribosomal subunit inhibitor	BRD-K25837718	josamycin	trt_cp	-666	0.13	0.11	0.09	0.04	-666	0.9
BRD-K82850175	CC chemokine receptor antagonist	BRD-K82850175	navarixin	trt_cp	CXCR1|CXCR2	0.22	0.19	0.15	0.07	-666	0.9
BRD-K81016934	C-Met inhibitor	BRD-K81016934	INC-280	trt_cp	-666	0.12	0.09	0.06	0.06	-666	0.9
BRD-A84174393	Cyclooxygenase inhibitor	BRD-A84174393	meloxicam	trt_cp	PTGS1|PTGS2	0.16	0.14	0.11	0.05	-666	0.9
BRD-A53244165	ARF inhibitor	BRD-A53244165	golgicide-a	trt_cp	GBF1	0.25	0.22	0.18	0.06	-666	0.89
BRD-A03249105	Estrogen receptor antagonist	BRD-A03249105	fulvestrant	trt_cp	ESR1	0.12	0.1	0.07	0.05	-666	0.89
BRD-K03549949	MTOR inhibitor	BRD-K03549949	XL-388	trt_cp	-666	0.28	0.24	0.21	0.07	-666	0.89
BRD-K47869605	Microtubule inhibitor|Tubulin inhibitor	BRD-K47869605	podophyllotoxin	trt_cp	-666	0.6	0.53	0.46	0.13	-666	0.89
BRD-K59325863	Proteasome inhibitor	BRD-K59325863	delanzomib	trt_cp	-666	0.55	0.5	0.46	0.09	-666	0.89
BRD-K11196887	Bacterial DNA gyrase inhibitor	BRD-K11196887	norfloxacin	trt_cp	-666	0.21	0.17	0.14	0.07	-666	0.89
BRD-K63750851	Dehydrogenase inhibitor|Inositol monophosphatase inhibitor	BRD-K63750851	mycophenolic-acid	trt_cp	IMPDH1|IMPDH2	0.3	0.25	0.21	0.09	-666	0.89
BRD-K09877029	Focal adhesion kinase inhibitor	BRD-K09877029	VS-4718	trt_cp	-666	0.21	0.18	0.15	0.07	-666	0.89
BRD-K60866521	PI3K inhibitor	BRD-K60866521	idelalisib	trt_cp	PIK3CD|PIK3CG	0.14	0.11	0.09	0.05	-666	0.89
BRD-A53951045	Cholinergic receptor antagonist	BRD-A53951045	butylscopolamine-bromide	trt_cp	-666	0.23	0.19	0.16	0.07	-666	0.89
BRD-K07612980	Bacterial DNA gyrase inhibitor	BRD-K07612980	sparfloxacin	trt_cp	-666	0.22	0.19	0.15	0.07	-666	0.89
BRD-K77791657	-666	BRD-K77791657	3-deazaneplanocin-a	trt_cp	-666	0.33	0.27	0.22	0.11	-666	0.89
BRD-K11073688	Tumor necrosis factor release inhibitor	BRD-K11073688	CPI-1189	trt_cp	TNF	0.17	0.15	0.12	0.05	-666	0.89
BRD-K78815826	Cyclooxygenase inhibitor	BRD-K78815826	suxibuzone	trt_cp	-666	0.2	0.17	0.15	0.05	-666	0.89
BRD-K56707426	-666	BRD-K56707426	nitarsone	trt_cp	-666	0.22	0.18	0.15	0.06	-666	0.88
BRD-K67578145	RAF inhibitor	BRD-K67578145	GDC-0879	trt_cp	BRAF	0.16	0.13	0.11	0.05	-666	0.88
BRD-K10843433	Cyclooxygenase inhibitor|Prostanoid receptor antagonist	BRD-K10843433	phenylbutazone	trt_cp	PTGS1|PTGS2	0.23	0.2	0.18	0.05	-666	0.88
BRD-A22707317	GABA receptor modulator	BRD-A22707317	SB-205384	trt_cp	GABRA3|GABRA5|GABRA6	0.2	0.17	0.13	0.07	-666	0.88
BRD-K88510285	NFkB pathway inhibitor|Proteasome inhibitor	BRD-K88510285	bortezomib	trt_cp	PSMB5|PSMB1|PSMB2	0.69	0.64	0.6	0.1	-666	0.88
BRD-K54095730	P38 MAPK inhibitor	BRD-K54095730	CMPD-1	trt_cp	MAPK14	0.29	0.25	0.21	0.08	-666	0.88
BRD-K26253904	ATPase inhibitor	BRD-K26253904	NMS-873	trt_cp	VCP	0.44	0.39	0.35	0.09	-666	0.88
BRD-K61397605	HDAC inhibitor	BRD-K61397605	romidepsin	trt_cp	HDAC1|HDAC2	0.81	0.76	0.68	0.13	-666	0.88
BRD-K36234266	DNA alkylating drug|DNA inhibitor	BRD-K36234266	carmustine	trt_cp	GSR	0.14	0.12	0.09	0.06	-666	0.88
BRD-K47079459	-666	BRD-K47079459	cetrimonium	trt_cp	-666	0.32	0.28	0.24	0.08	-666	0.88
BRD-K10845183	Bone resorption inhibitor|Osteoclast inhibitor	BRD-K10845183	tiludronate	trt_cp	-666	0.14	0.11	0.08	0.06	-666	0.88
BRD-K75009076	CHK inhibitor	BRD-K75009076	SCH-900776	trt_cp	CHEK1	0.37	0.32	0.28	0.08	-666	0.88
BRD-K08703257	PARP inhibitor	BRD-K08703257	3-amino-benzamide	trt_cp	-666	0.18	0.16	0.13	0.06	-666	0.88
BRD-K00152668	Retinoid receptor agonist	BRD-K00152668	adarotene	trt_cp	RARG|RARB	0.39	0.34	0.29	0.1	-666	0.88
BRD-K81473043	HSP inhibitor	BRD-K81473043	tanespimycin	trt_cp	HSP90AA1	0.67	0.59	0.52	0.15	-666	0.88
BRD-K98795921	MTOR inhibitor|PI3K inhibitor	BRD-K98795921	SB-2343	trt_cp	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.38	0.34	0.3	0.08	-666	0.88
BRD-K02130563	HDAC inhibitor	BRD-K02130563	panobinostat	trt_cp	HDAC1|HDAC2	0.65	0.6	0.55	0.1	-666	0.87
BRD-K61323504	CC chemokine receptor antagonist	BRD-K61323504	SB-225002	trt_cp	CXCR2	0.25	0.21	0.17	0.08	-666	0.87
BRD-K25224017	Serotonin receptor antagonist	BRD-K25224017	pirenperone	trt_cp	HTR2A	0.4	0.35	0.29	0.1	-666	0.87
BRD-A60594020	Dopamine receptor ligand	BRD-A60594020	8-hydroxy-PIPAT	trt_cp	-666	0.2	0.17	0.14	0.06	-666	0.87
BRD-K61936403	SHIP2 phosphatase inhibitor	BRD-K61936403	AS-1949490	trt_cp	INPP5D	0.18	0.15	0.13	0.06	-666	0.87
BRD-K87827419	DNA alkylating agent|DNA inhibitor	BRD-K87827419	melphalan	trt_cp	-666	0.23	0.19	0.16	0.07	-666	0.87
BRD-A68930007	ATPase inhibitor	BRD-A68930007	ouabain	trt_cp	ATP1A1	0.6	0.55	0.5	0.1	-666	0.87
BRD-A28329383	Glutamate receptor antagonist	BRD-A28329383	MTPG	trt_cp	GRM2|GRM3	0.15	0.12	0.09	0.06	-666	0.87
BRD-K33818169	ABC transporter expression enhancer|LXR agonist	BRD-K33818169	GW-3965	trt_cp	NR1H2|NR1H3	0.12	0.09	0.06	0.06	-666	0.87
BRD-K13606314	Ubiquitin specific protease inhibitor	BRD-K13606314	P-5091	trt_cp	-666	0.22	0.18	0.15	0.07	-666	0.87
BRD-K11433652	Cyclooxygenase inhibitor	BRD-K11433652	aspirin	trt_cp	PTGS1|PTGS2|TP53	0.23	0.2	0.17	0.06	-666	0.87
BRD-K68202742	HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor	BRD-K68202742	trichostatin-a	trt_cp	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	0.59	0.54	0.48	0.1	-666	0.87
BRD-K55187425	Cell cycle inhibitor|PLK inhibitor	BRD-K55187425	rigosertib	trt_cp	PLK1	0.48	0.41	0.34	0.14	-666	0.86
BRD-A12417644	MAP kinase activator	BRD-A12417644	usniacin-(+)	trt_cp	-666	0.14	0.11	0.09	0.05	-666	0.86
BRD-K01253243	RAF inhibitor	BRD-K01253243	SB-590885	trt_cp	BRAF	0.17	0.12	0.08	0.09	-666	0.86
BRD-A10070317	Adrenergic receptor antagonist	BRD-A10070317	propranolol	trt_cp	ADRB2|ADRB3	0.16	0.13	0.1	0.06	-666	0.86
BRD-K42938903	Dopamine receptor antagonist	BRD-K42938903	acetophenazine	trt_cp	DRD2	0.22	0.19	0.17	0.05	-666	0.86
BRD-K83963101	Mitotic inhibitor|Protein kinase inhibitor|Aurora kinase inhibitor	BRD-K83963101	MLN-8054	trt_cp	AURKA	0.33	0.28	0.23	0.09	-666	0.86
BRD-K70402238	HDAC inhibitor	BRD-K70402238	nexturastat-a	trt_cp	HDAC6	0.18	0.15	0.12	0.06	-666	0.86
BRD-K88506063	Rho associated kinase inhibitor	BRD-K88506063	KD-025	trt_cp	-666	0.2	0.17	0.14	0.06	-666	0.86
BRD-K94177716	Glucocorticoid receptor agonist	BRD-K94177716	deflazacort	trt_cp	NR3C1	0.29	0.23	0.17	0.11	-666	0.86
BRD-A08545410	Metalloproteinase inhibitor	BRD-A08545410	doxycycline	trt_cp	MMP8	0.24	0.21	0.18	0.06	-666	0.86
BRD-K07736136	P38 MAPK inhibitor	BRD-K07736136	VX-702	trt_cp	MAPK14	0.16	0.13	0.11	0.05	-666	0.86
BRD-K07881437	Aurora kinase inhibitor|Growth factor receptor inhibitor	BRD-K07881437	danusertib	trt_cp	AURKA|AURKB|AURKC|FGFR1|NTRK1|RET	0.43	0.38	0.32	0.11	-666	0.86
BRD-K21728777	Aurora kinase inhibitor	BRD-K21728777	AMG-900	trt_cp	-666	0.4	0.33	0.26	0.14	-666	0.86
BRD-K37249724	Histamine receptor antagonist	BRD-K37249724	astemizole	trt_cp	HRH1|KCNH2	0.16	0.12	0.1	0.06	-666	0.86
BRD-K52762805	Microtubule stabilizing agent|Microtubule stimulant|Tubulin polymerisation inhibitor|Tubulin inhibitor	BRD-K52762805	epothilone-d	trt_cp	TUBB	0.59	0.53	0.47	0.13	-666	0.86
BRD-A43082461	Anticonvulsant	BRD-A43082461	linalool	trt_cp	-666	0.13	0.11	0.08	0.05	-666	0.86
BRD-K79259477	Ephrin inhibitor	BRD-K79259477	NVP-BHG712	trt_cp	EPHB4	0.21	0.18	0.15	0.06	-666	0.86
BRD-K75958547	HMGCR inhibitor	BRD-K75958547	pitavastatin	trt_cp	HMGCR	0.32	0.25	0.18	0.14	-666	0.86
BRD-K45528773	HDAC inhibitor	BRD-K45528773	M-344	trt_cp	-666	0.45	0.4	0.35	0.1	-666	0.86
BRD-K77554836	Glucocorticoid receptor agonist	BRD-K77554836	triamcinolone	trt_cp	NR3C1	0.17	0.14	0.11	0.06	-666	0.86
BRD-K36889451	-666	BRD-K36889451	tetramethylthiuram-monosulfide	trt_cp	-666	0.32	0.28	0.24	0.08	-666	0.86
BRD-K40255344	Protein tyrosine kinase inhibitor|Tyrosine kinase inhibitor	BRD-K40255344	tyrphostin-A9	trt_cp	-666	0.3	0.26	0.21	0.09	-666	0.86
BRD-K21673112	-666	BRD-K21673112	pitolisant	trt_cp	-666	0.15	0.13	0.1	0.05	-666	0.86
BRD-K13662825	CDK inhibitor	BRD-K13662825	dinaciclib	trt_cp	CDK1|CDK2|CDK9|CDK5	0.6	0.56	0.51	0.09	-666	0.85
BRD-A65248799	Phosphodiesterase inhibitor	BRD-A65248799	EMD-53998	trt_cp	-666	0.21	0.19	0.15	0.06	-666	0.85
BRD-A68083442	Calcium channel blocker	BRD-A68083442	pranidipine	trt_cp	CACNA1C	0.15	0.12	0.09	0.06	-666	0.85
BRD-K37069697	-666	BRD-K37069697	fexinidazole	trt_cp	-666	0.15	0.12	0.08	0.07	-666	0.85
BRD-K44665581	Bromodomain inhibitor	BRD-K44665581	bromosporine	trt_cp	-666	0.19	0.15	0.11	0.07	-666	0.85
BRD-K53972329	JAK inhibitor	BRD-K53972329	ruxolitinib	trt_cp	JAK1|JAK2|TYK2	0.12	0.1	0.07	0.05	-666	0.85
BRD-K04552268	-666	BRD-K04552268	4-pyrimidinecarbonitrile	trt_cp	-666	0.15	0.12	0.08	0.07	-666	0.85
BRD-K67868012	MTOR inhibitor|PI3K inhibitor	BRD-K67868012	PI-103	trt_cp	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.23	0.2	0.18	0.05	-666	0.85
BRD-K86797399	HDAC inhibitor	BRD-K86797399	SB-939	trt_cp	HDAC1|HDAC2|HDAC10|HDAC3|HDAC4|HDAC5|HDAC9	0.46	0.43	0.38	0.08	-666	0.85
BRD-K45446451	Monoacylglucerol lipase inhibitor	BRD-K45446451	JZL-184	trt_cp	-666	0.11	0.09	0.06	0.05	-666	0.85
BRD-K09078998	MTOR inhibitor	BRD-K09078998	deforolimus	trt_cp	MTOR	0.42	0.36	0.3	0.12	-666	0.85
BRD-K42898655	MTOR inhibitor	BRD-K42898655	temsirolimus	trt_cp	MTOR	0.46	0.39	0.31	0.14	-666	0.85
BRD-K68502831	DNA alkylating drug	BRD-K68502831	dianhydrogalactitol	trt_cp	-666	0.31	0.27	0.23	0.08	-666	0.85
BRD-K76674262	Protein synthesis inhibitor	BRD-K76674262	homoharringtonine	trt_cp	-666	0.52	0.46	0.41	0.11	-666	0.85
BRD-K81074237	Angiotensin receptor antagonist	BRD-K81074237	azilsartan	trt_cp	AGTR1|AGTR2	0.24	0.22	0.18	0.06	-666	0.85
BRD-K38868394	Androgen receptor modulator	BRD-K38868394	MK-0773	trt_cp	AR	0.15	0.12	0.09	0.06	-666	0.85
BRD-A64242993	Cardiac glycoside	BRD-A64242993	lanatoside-c	trt_cp	-666	0.47	0.42	0.38	0.09	-666	0.85
BRD-K16195444	Adrenergic receptor agonist	BRD-K16195444	oxymetazoline	trt_cp	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	0.13	0.09	0.06	0.06	-666	0.84
BRD-K17743125	HDAC inhibitor	BRD-K17743125	belinostat	trt_cp	HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	0.39	0.35	0.3	0.09	-666	0.84
BRD-K13050541	Gamma glutamyltransferase Inhibitors	BRD-K13050541	acivicin	trt_cp	-666	0.31	0.27	0.23	0.08	-666	0.84
BRD-K81418486	HDAC inhibitor	BRD-K81418486	vorinostat	trt_cp	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	0.39	0.35	0.3	0.09	-666	0.84
BRD-K89299012	Potassium channel activator	BRD-K89299012	DCEBIO	trt_cp	-666	0.28	0.24	0.2	0.08	-666	0.84
BRD-K07972848	PI3K inhibitor|MTOR inhibitor	BRD-K07972848	GSK-2126458	trt_cp	-666	0.52	0.46	0.41	0.11	-666	0.84
BRD-K81197548	Ubiquitin specific protease inhibitor	BRD-K81197548	NSC-632839	trt_cp	SENP2|USP1|USP2|USP7	0.3	0.27	0.25	0.05	-666	0.84
BRD-A39415247	Progesterone receptor agonist	BRD-A39415247	norethisterone	trt_cp	-666	0.14	0.11	0.07	0.07	-666	0.84
BRD-K86687746	HDAC inhibitor	BRD-K86687746	R-306465	trt_cp	-666	0.44	0.4	0.36	0.08	-666	0.84
BRD-K28192623	Opioid receptor agonist	BRD-K28192623	spiradoline	trt_cp	OPRK1	0.27	0.22	0.18	0.09	-666	0.84
BRD-K34022604	Ribonucleoside reductase inhibitor	BRD-K34022604	clofarabine	trt_cp	POLA1|RRM1|RRM2	0.45	0.39	0.33	0.12	-666	0.84
BRD-K45551181	Mitotic kinase inhibitor	BRD-K45551181	MPI-0479605	trt_cp	TTK	0.51	0.44	0.35	0.15	-666	0.84
BRD-K47976015	RNA polymerase inhibitor	BRD-K47976015	balapiravir	trt_cp	-666	0.21	0.17	0.14	0.07	-666	0.84
BRD-K49229349	Tubulin inhibitor	BRD-K49229349	vincristine	trt_cp	TUBB	0.5	0.42	0.33	0.17	-666	0.84
BRD-K94420399	CC chemokine receptor antagonist	BRD-K94420399	PF-04136309	trt_cp	-666	0.13	0.11	0.08	0.05	-666	0.84
BRD-K32572029	-666	BRD-K32572029	orotic-acid	trt_cp	-666	0.15	0.12	0.09	0.06	-666	0.84
BRD-K34411947	DNA alkylating agent	BRD-K34411947	streptozotocin	trt_cp	-666	0.13	0.1	0.08	0.06	-666	0.83
BRD-K85146014	DNA polymerase inhibitor	BRD-K85146014	foscarnet	trt_cp	-666	0.21	0.18	0.14	0.07	-666	0.83
BRD-K56156786	RNA polymerase inhibitor	BRD-K56156786	rifampin	trt_cp	NR1I2	0.2	0.18	0.15	0.05	-666	0.83
BRD-K48684885	NFkB pathway inhibitor	BRD-K48684885	BAY-11-7085	trt_cp	NFKBIA	0.33	0.3	0.27	0.05	-666	0.83
BRD-K98384930	Bacterial DNA gyrase inhibitor	BRD-K98384930	finafloxacin	trt_cp	-666	0.18	0.14	0.1	0.08	-666	0.83
BRD-K72414522	CDK inhibitor	BRD-K72414522	AZD-5438	trt_cp	-666	0.31	0.28	0.25	0.06	-666	0.83
BRD-A85651701	Sodium/chloride cotransporter inhibitor	BRD-A85651701	clopamide	trt_cp	-666	0.18	0.14	0.11	0.07	-666	0.83
BRD-K87512222	Tubulin inhibitor	BRD-K87512222	taltobulin	trt_cp	-666	0.58	0.5	0.43	0.15	-666	0.83
BRD-K65678996	Acetylcholine receptor agonist|GABA receptor agonist	BRD-K65678996	nefiracetam	trt_cp	CHRM1	0.19	0.15	0.12	0.07	-666	0.83
BRD-K51350053	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)	BRD-K51350053	toremifene	trt_cp	ESR1	0.27	0.23	0.19	0.08	-666	0.83
BRD-K34157611	Histamine receptor antagonist	BRD-K34157611	cimetidine	trt_cp	HRH2	0.26	0.22	0.19	0.07	-666	0.83
BRD-K16551357	Cholesteryl ester transfer protein inhibitor	BRD-K16551357	evacetrapib	trt_cp	CETP	0.19	0.17	0.15	0.05	-666	0.83
BRD-K75649340	Purine antagonist	BRD-K75649340	tioguanine	trt_cp	-666	0.26	0.2	0.16	0.1	-666	0.82
BRD-A75850590	Bacterial DNA gyrase inhibitor	BRD-A75850590	lomefloxacin	trt_cp	-666	0.29	0.25	0.21	0.08	-666	0.82
BRD-A18696154	Adrenergic receptor antagonist	BRD-A18696154	idazoxan	trt_cp	ADRA2A	0.22	0.19	0.15	0.06	-666	0.82
BRD-K40308497	MTH1 inhibitor	BRD-K40308497	crizotinib-(S)	trt_cp	NUDT1	0.35	0.31	0.28	0.07	-666	0.82
BRD-K78431006	ALK tyrosine kinase receptor inhibitor	BRD-K78431006	crizotinib	trt_cp	ALK|MET	0.27	0.24	0.19	0.08	-666	0.82
BRD-K83834509	BMI-1 inhibitor	BRD-K83834509	PTC-209	trt_cp	-666	0.24	0.21	0.17	0.07	-666	0.82
BRD-K64881305	Kinesin inhibitor	BRD-K64881305	ispinesib	trt_cp	KIF11	0.46	0.39	0.32	0.13	-666	0.82
BRD-K35960502	DNA replication inhibitor|STAT inhibitor	BRD-K35960502	niclosamide	trt_cp	STAT3	0.26	0.22	0.19	0.07	-666	0.82
BRD-K68693535	Adrenergic receptor agonist	BRD-K68693535	lidamidine	trt_cp	-666	0.17	0.13	0.09	0.08	-666	0.82
BRD-K95763993	PDGFR tyrosine kinase receptor inhibitor	BRD-K95763993	trapidil	trt_cp	PDGFRA	0.19	0.17	0.15	0.05	-666	0.82
BRD-K44827188	Hedgehog pathway inhibitor|Smoothened receptor antagonist	BRD-K44827188	vismodegib	trt_cp	SMO	0.17	0.14	0.11	0.06	-666	0.82
BRD-K37379014	Kinesin inhibitor	BRD-K37379014	filanesib	trt_cp	KIF11	0.55	0.45	0.37	0.18	-666	0.82
BRD-K04623885	Telomerase inhibitor	BRD-K04623885	BIBR-1532	trt_cp	TERT	0.25	0.21	0.17	0.08	-666	0.82
BRD-K54395039	DUB inhibitor	BRD-K54395039	PR-619	trt_cp	-666	0.3	0.27	0.24	0.07	-666	0.82
BRD-K99455969	Beta glucuronidase inhibitor	BRD-K99455969	baicalin	trt_cp	-666	0.24	0.22	0.18	0.06	-666	0.82
BRD-K60237333	NAD precursor with lipid lowering effects|Vitamin B	BRD-K60237333	niacin	trt_cp	HCAR2|HCAR3	0.15	0.12	0.09	0.06	-666	0.82
BRD-K03063480	CHK inhibitor	BRD-K03063480	PF-477736	trt_cp	CHEK1	0.44	0.37	0.31	0.12	-666	0.81
BRD-K04394237	Mineralocorticoid receptor antagonist	BRD-K04394237	drospirenone	trt_cp	NR3C2|PGR	0.24	0.2	0.16	0.08	-666	0.81
BRD-K62696033	G protein-coupled receptor agonist	BRD-K62696033	G-1	trt_cp	GPER1	0.26	0.22	0.17	0.09	-666	0.81
BRD-M29182745	-666	BRD-M29182745	ammonium-lactate	trt_cp	-666	0.13	0.1	0.07	0.06	-666	0.81
BRD-K63126190	Adrenergic receptor agonist|Neurotransmitter	BRD-K63126190	epinephrine	trt_cp	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3	0.24	0.2	0.17	0.07	-666	0.81
BRD-K90948141	Benzodiazepine receptor agonist|GABA receptor agonist	BRD-K90948141	indiplon	trt_cp	GABRA1	0.16	0.13	0.1	0.06	-666	0.81
BRD-K03294269	CDK inhibitor	BRD-K03294269	NU-6027	trt_cp	-666	0.18	0.15	0.12	0.06	-666	0.81
BRD-K76406695	AKT inhibitor	BRD-K76406695	CCT-128930	trt_cp	-666	0.19	0.16	0.13	0.06	-666	0.81
BRD-K09372874	Inosine monophosphate dehydrogenase inhibitor	BRD-K09372874	merimepodib	trt_cp	IMPDH1	0.23	0.19	0.16	0.07	-666	0.81
BRD-K19034817	FLT3 inhibitor|JAK inhibitor	BRD-K19034817	pacritinib	trt_cp	FLT3|JAK2	0.25	0.23	0.21	0.04	-666	0.81
BRD-K54256913	WEE1 kinase inhibitor	BRD-K54256913	MK-1775	trt_cp	WEE1	0.39	0.35	0.28	0.11	-666	0.81
