Number of Drugs in Set,Simulation Number,values.to.vary,ES,NES,p,pos_at_max,q
40,22,-0.5,-0.69558,-1.78,0.0145,1093,0.26
40,22,-0.25,-0.55336,-1.4,0.125,1082,0.702
40,22,0,0.24226,0.618,0.893,353,1
40,22,0.25,0.36266,0.948,0.48,313,0.989
40,22,0.5,0.63576,1.66,0.0439,177,0.535
40,22,0.75,0.75043,1.88,0.00763,147,0.361
40,22,1,0.82184,2.04,0.00387,198,0.0541
40,23,-1,-0.85801,-2.18,0,1243,0.00873
40,23,-0.75,-0.72161,-1.79,0.0133,1028,0.803
40,23,-0.5,-0.71373,-1.83,0.0113,1170,0.542
40,23,-0.25,-0.54091,-1.33,0.169,1039,1
40,23,0,0.31857,0.821,0.655,293,1
40,23,0.25,0.52263,1.37,0.154,361,1
40,23,0.5,0.73418,1.84,0.0164,301,0.515
40,23,0.75,0.75636,1.91,0.00969,263,0.34
40,23,1,0.86159,2.14,0.0018,117,0.0234
40,24,-1,-0.81304,-2.05,0,1226,0.0565
40,24,-0.75,-0.72829,-1.84,0.0155,1162,0.485
40,24,-0.5,-0.61579,-1.58,0.0621,1152,1
40,24,-0.25,-0.5772,-1.47,0.107,998,0.879
40,24,0,-0.23233,-0.59,0.925,956,1
40,24,0.25,0.45174,1.15,0.288,180,1
40,24,0.5,0.68708,1.72,0.00912,214,0.438
40,24,0.75,0.73559,1.8,0.0218,125,0.258
40,24,1,0.84698,2.1,0.00175,194,0.0263
40,25,-1,-0.84255,-2.1,0.00375,1170,0.0177
40,25,-0.75,-0.80766,-2.07,0.00204,1188,0.0293
40,25,-0.5,-0.67573,-1.71,0.0293,1063,0.412
40,25,-0.25,-0.35653,-0.897,0.552,1246,0.952
40,25,0,0.19614,0.504,0.982,380,0.977
40,25,0.25,0.49805,1.25,0.234,338,1
40,25,0.5,0.66099,1.67,0.0325,358,0.802
40,25,0.75,0.7491,1.86,0.0161,221,0.42
40,25,1,0.83138,2.06,0,172,0.044
40,26,-1,-0.81051,-2.07,0.00559,1104,0.0507
40,26,-0.75,-0.79798,-2,0.00187,1190,0.146
40,26,-0.5,-0.51919,-1.32,0.183,1064,0.683
40,26,-0.25,-0.34537,-0.894,0.573,933,1
40,26,0,0.30627,0.795,0.706,176,1
40,26,0.25,0.57931,1.53,0.0819,322,0.836
40,26,0.5,0.50596,1.3,0.186,279,0.844
40,26,0.75,0.76799,1.98,0.00917,269,0.166
40,26,1,0.8488,2.13,0.00179,178,0.026
40,27,-1,-0.84164,-2.06,0,1183,0.0451
40,27,-0.75,-0.75389,-1.91,0.0036,1115,0.129
40,27,-0.5,-0.68471,-1.75,0.03,1187,0.447
40,27,-0.25,-0.48109,-1.22,0.257,988,0.879
40,27,0,0.31472,0.809,0.687,98,1
40,27,0.25,0.578,1.5,0.0916,131,0.709
40,27,0.5,0.59149,1.53,0.0708,232,0.708
40,27,0.75,0.74189,1.92,0.00576,149,0.325
40,27,1,0.83809,2.11,0,146,0.0322
40,28,-1,-0.76753,-1.9,0.01,1280,0.337
40,28,-0.75,-0.74645,-1.91,0.00396,1125,0.336
40,28,-0.5,-0.62312,-1.6,0.0561,1090,0.608
40,28,-0.25,-0.27954,-0.723,0.769,1095,1
40,28,0,-0.26614,-0.705,0.805,842,1
40,28,0.25,0.47054,1.2,0.258,317,1
40,28,0.5,0.59406,1.53,0.0907,305,1
40,28,0.75,0.7624,1.9,0.0123,156,0.364
40,28,1,0.78612,1.96,0.00186,223,0.207
40,29,-1,-0.84855,-2.11,0,1237,0.0165
40,29,-0.75,-0.77457,-1.92,0.0113,1219,0.267
40,29,-0.5,-0.68649,-1.75,0.017,1083,0.909
40,29,-0.25,-0.48172,-1.23,0.239,864,0.873
40,29,0,0.25897,0.645,0.863,225,0.991
40,29,0.25,0.46411,1.18,0.256,305,1
40,29,0.5,0.65101,1.62,0.0345,297,0.738
40,29,0.75,0.77663,1.96,0,142,0.0779
40,29,1,0.82907,2.08,0,130,0.0425
40,30,-1,-0.82541,-2.07,0,1199,0.0495
40,30,-0.75,-0.82009,-2.1,0.00192,1184,0.0326
40,30,-0.5,-0.56065,-1.44,0.123,879,0.84
40,30,-0.25,-0.59088,-1.54,0.0739,1059,0.645
40,30,0,0.22634,0.581,0.944,215,1
40,30,0.25,0.39569,1.01,0.428,281,1
40,30,0.5,0.70151,1.74,0.0198,164,0.529
40,30,0.75,0.77285,1.97,0.00539,202,0.157
40,30,1,0.85377,2.15,0,118,0.0136
40,31,-1,-0.8136,-2.06,0.0036,1169,0.0628
40,31,-0.75,-0.77402,-1.96,0.00364,1096,0.156
40,31,-0.5,-0.74326,-1.89,0.0108,1117,0.299
40,31,-0.25,-0.37708,-0.966,0.453,1216,0.767
40,31,0,-0.22577,-0.574,0.941,1210,1
40,31,0.25,0.61728,1.58,0.0633,220,1
40,31,0.5,0.62047,1.59,0.0445,266,1
40,31,0.75,0.69026,1.78,0.0113,349,0.916
40,31,1,0.85843,2.18,0,161,0.0204
40,32,-1,-0.82447,-2.02,0.00185,1223,0.112
40,32,-0.75,-0.79269,-2,0.00188,1203,0.154
40,32,-0.5,-0.57925,-1.51,0.0766,955,1
40,32,-0.25,-0.50152,-1.32,0.157,1150,0.911
40,32,0,0.26996,0.675,0.824,325,0.919
40,32,0.25,0.36666,0.937,0.503,365,0.88
40,32,0.5,0.61312,1.56,0.0656,375,1
40,32,0.75,0.71035,1.79,0.0164,317,0.677
40,32,1,0.81392,2.03,0.00183,198,0.0588
40,33,-1,-0.84139,-2.08,0.00174,1234,0.0292
40,33,-0.75,-0.76169,-1.88,0.00373,1182,0.166
40,33,-0.5,-0.62736,-1.58,0.066,1079,0.85
40,33,-0.25,-0.43847,-1.1,0.336,977,0.93
40,33,0,0.29422,0.74,0.751,176,0.983
40,33,0.25,0.56624,1.44,0.12,194,1
40,33,0.5,0.68311,1.7,0.0363,266,0.727
40,33,0.75,0.78472,1.97,0.00366,213,0.155
40,33,1,0.83248,2.11,0,184,0.0225
40,34,-1,-0.82838,-2.02,0.0017,1150,0.07
40,34,-0.75,-0.66041,-1.65,0.0423,1129,0.605
40,34,-0.5,-0.68151,-1.66,0.04,1093,0.564
40,34,-0.25,-0.57195,-1.4,0.136,1021,1
40,34,0,0.2563,0.658,0.854,80,0.976
40,34,0.25,0.44448,1.12,0.309,387,1
40,34,0.5,0.6351,1.6,0.0606,331,0.634
40,34,0.75,0.75878,1.9,0.0118,211,0.172
40,34,1,0.84529,2.06,0,88,0.0457
40,35,-1,-0.82487,-2.08,0.00192,1183,0.038
40,35,-0.75,-0.79453,-1.98,0.00398,1166,0.0652
40,35,-0.5,-0.55111,-1.43,0.12,1019,0.582
40,35,-0.25,-0.4139,-1.04,0.415,1105,0.933
40,35,0,-0.15861,-0.404,0.994,969,0.998
40,35,0.25,0.49399,1.21,0.245,152,1
40,35,0.5,0.5837,1.5,0.0695,271,1
40,35,0.75,0.75738,1.89,0.00368,269,0.332
40,35,1,0.7671,1.93,0.00532,179,0.289
40,36,-1,-0.82959,-2.1,0,1166,0.0497
40,36,-0.75,-0.77555,-1.98,0.00373,1116,0.157
40,36,-0.5,-0.6579,-1.76,0.0204,970,0.362
40,36,-0.25,-0.28478,-0.754,0.726,1120,0.936
40,36,0,0.26709,0.703,0.8,273,1
40,36,0.25,0.44936,1.17,0.282,301,0.993
40,36,0.5,0.70567,1.81,0.0203,219,0.236
40,36,0.75,0.77473,2,0.00353,125,0.133
40,36,1,0.82192,2.09,0.0017,194,0.0435
40,37,-1,-0.82712,-2.04,0,1235,0.104
40,37,-0.75,-0.72577,-1.91,0.00808,1114,0.366
40,37,-0.5,-0.70094,-1.82,0.0211,1229,0.696
40,37,-0.25,-0.49278,-1.27,0.195,934,0.854
40,37,0,0.19641,0.508,0.984,222,0.975
40,37,0.25,0.42557,1.11,0.325,161,0.913
40,37,0.5,0.67036,1.7,0.0206,168,0.317
40,37,0.75,0.76368,1.87,0.0068,172,0.184
40,37,1,0.88748,2.21,0,100,0.00325
40,38,-1,-0.84822,-2.17,0,1170,0.00864
40,38,-0.75,-0.70696,-1.8,0.0191,1050,0.243
40,38,-0.5,-0.58859,-1.48,0.0885,993,0.759
40,38,-0.25,-0.35501,-0.921,0.517,991,0.974
40,38,0,0.33254,0.852,0.624,279,1
40,38,0.25,0.49128,1.3,0.156,362,0.873
40,38,0.5,0.64618,1.67,0.041,369,1
40,38,0.75,0.72799,1.87,0.00988,315,0.497
40,38,1,0.81066,2.09,0,223,0.0503
40,39,-1,-0.83814,-2.08,0,1133,0.0248
40,39,-0.75,-0.77486,-1.9,0.00532,1216,0.147
40,39,-0.5,-0.59924,-1.5,0.0848,935,0.499
40,39,-0.25,-0.4434,-1.11,0.336,1131,0.748
40,39,0,-0.25246,-0.639,0.895,1202,1
40,39,0.25,0.531,1.32,0.16,371,0.782
40,39,0.5,0.67391,1.73,0.0347,243,0.355
40,39,0.75,0.6538,1.67,0.0289,207,0.579
40,39,1,0.82459,2.03,0,135,0.091
40,40,-1,-0.81531,-2.05,0,1163,0.0644
40,40,-0.75,-0.82275,-2.11,0.00172,1228,0.034
40,40,-0.5,-0.60813,-1.55,0.0574,1077,0.42
40,40,-0.25,-0.48997,-1.31,0.177,963,0.579
40,40,0,-0.16976,-0.438,0.988,969,1
40,40,0.25,0.30759,0.809,0.652,307,0.953
40,40,0.5,0.60967,1.63,0.0476,319,0.566
40,40,0.75,0.74779,1.94,0.00404,266,0.301
40,40,1,0.83813,2.11,0,120,0.0406
40,41,-1,-0.82513,-2.13,0,1227,0.0192
40,41,-0.75,-0.77029,-1.96,0.00743,1133,0.212
40,41,-0.5,-0.64986,-1.63,0.0419,1104,1
40,41,-0.25,-0.54617,-1.37,0.143,938,0.893
40,41,0,-0.26132,-0.663,0.836,1147,0.93
40,41,0.25,0.31651,0.825,0.663,269,1
40,41,0.5,0.71077,1.81,0.0245,188,0.309
40,41,0.75,0.786,1.96,0.0018,222,0.173
40,41,1,0.88743,2.26,0,126,0.00246
40,42,-1,-0.85357,-2.17,0,1248,0.0124
40,42,-0.75,-0.81694,-2.12,0.00187,1128,0.0384
40,42,-0.5,-0.65395,-1.65,0.0395,1208,0.273
40,42,-0.25,-0.49538,-1.28,0.198,1073,0.827
40,42,0,-0.31021,-0.795,0.682,1080,1
40,42,0.25,0.3881,1.01,0.418,399,1
40,42,0.5,0.5902,1.51,0.0785,362,1
40,42,0.75,0.73763,1.9,0.00749,295,0.365
40,42,1,0.82864,2.08,0,160,0.056
40,43,-1,-0.78647,-1.97,0.00183,1120,0.173
40,43,-0.75,-0.75274,-1.88,0.0175,1192,0.131
40,43,-0.5,-0.68352,-1.73,0.0301,1024,0.26
40,43,-0.25,-0.45594,-1.14,0.296,1099,0.787
40,43,0,0.20422,0.523,0.97,384,0.993
40,43,0.25,0.326,0.809,0.677,245,0.941
40,43,0.5,0.6414,1.62,0.0466,334,0.487
40,43,0.75,0.74674,1.9,0.0142,207,0.0875
40,43,1,0.82648,2.05,0.00186,169,0.044
40,44,-1,-0.84377,-2.05,0.00164,1181,0.0511
40,44,-0.75,-0.73154,-1.81,0.0154,1207,0.484
40,44,-0.5,-0.66334,-1.65,0.0314,1093,1
40,44,-0.25,-0.50489,-1.26,0.211,1133,1
40,44,0,0.23259,0.596,0.908,251,0.984
40,44,0.25,0.52419,1.39,0.121,323,0.833
40,44,0.5,0.65273,1.68,0.0386,302,1
40,44,0.75,0.80164,2.03,0.002,151,0.157
40,44,1,0.88088,2.18,0,170,0.0169
40,45,-1,-0.84277,-2.11,0,1162,0.0226
40,45,-0.75,-0.77861,-1.98,0.00797,1184,0.176
40,45,-0.5,-0.62976,-1.63,0.0581,1156,1
40,45,-0.25,-0.48957,-1.24,0.218,1231,1
40,45,0,-0.28933,-0.749,0.752,1027,0.995
40,45,0.25,0.51295,1.26,0.21,275,1
40,45,0.5,0.75131,1.83,0.0157,219,0.475
40,45,0.75,0.70203,1.76,0.0162,349,0.447
40,45,1,0.81695,2,0.00358,248,0.104
40,46,-1,-0.76386,-1.91,0.00341,1194,0.297
40,46,-0.75,-0.74862,-1.9,0.00721,1095,0.295
40,46,-0.5,-0.66838,-1.7,0.0334,1133,1
40,46,-0.25,-0.52658,-1.35,0.16,1184,1
40,46,0,0.278,0.728,0.78,43,0.983
40,46,0.25,0.44052,1.13,0.306,384,0.653
40,46,0.5,0.66645,1.73,0.0268,311,1
40,46,0.75,0.80992,2.03,0.00203,106,0.0872
40,46,1,0.85725,2.13,0,140,0.028
40,47,-1,-0.84347,-2.08,0,1229,0.0529
40,47,-0.75,-0.78748,-1.97,0.0019,1162,0.17
40,47,-0.5,-0.5771,-1.49,0.0671,989,1
40,47,-0.25,-0.43143,-1.1,0.342,1037,0.871
40,47,0,0.28657,0.724,0.796,148,0.918
40,47,0.25,0.50772,1.32,0.169,352,0.848
40,47,0.5,0.69712,1.75,0.0266,297,0.324
40,47,0.75,0.77767,1.89,0.0048,251,0.31
40,47,1,0.85949,2.08,0,207,0.0312
40,48,-1,-0.81603,-2.02,0.00383,1154,0.107
40,48,-0.75,-0.75945,-1.93,0.00567,1154,0.251
40,48,-0.5,-0.6138,-1.59,0.057,941,1
40,48,-0.25,-0.41933,-1.08,0.364,994,1
40,48,0,0.26089,0.674,0.815,389,0.979
40,48,0.25,0.35614,0.918,0.509,356,1
40,48,0.5,0.68607,1.76,0.0281,215,0.467
40,48,0.75,0.8188,2.05,0.0018,194,0.0355
40,48,1,0.8655,2.17,0,199,0.00913
40,49,-1,-0.80047,-2.02,0,1166,0.0976
40,49,-0.75,-0.70736,-1.82,0.0143,1000,0.553
40,49,-0.5,-0.64171,-1.64,0.0416,894,0.61
40,49,-0.25,-0.41472,-1.06,0.355,988,0.831
40,49,0,0.35795,0.946,0.508,180,1
40,49,0.25,0.41146,1.04,0.388,213,1
40,49,0.5,0.64013,1.64,0.0429,122,0.727
40,49,0.75,0.59992,1.55,0.0511,252,1
40,49,1,0.87374,2.21,0,105,0.00983
40,50,-1,-0.82621,-2.05,0.00183,1227,0.0297
40,50,-0.75,-0.80703,-2.03,0.00783,1196,0.0364
40,50,-0.5,-0.72163,-1.81,0.0144,1138,0.228
40,50,-0.25,-0.50464,-1.26,0.216,917,0.685
40,50,0,0.28929,0.726,0.793,325,1
40,50,0.25,0.47693,1.21,0.256,232,1
40,50,0.5,0.71791,1.77,0.0198,257,0.847
40,50,0.75,0.78454,1.94,0.00366,137,0.191
40,50,1,0.84418,2.12,0,166,0.0206
45,1,-1,-0.87901,-2.24,0.00182,1255,0.00984
45,1,-0.75,-0.74612,-1.94,0.00189,1163,0.29
45,1,-0.5,-0.75244,-1.92,0.0116,1200,0.316
45,1,-0.25,-0.49138,-1.25,0.201,882,1
45,1,0,0.20855,0.524,0.971,365,0.968
45,1,0.25,0.48625,1.23,0.22,418,0.919
45,1,0.5,0.69413,1.74,0.0195,167,1
45,1,0.75,0.74391,1.84,0.0196,315,0.551
45,1,1,0.81778,2.04,0.00329,240,0.0555
45,2,-1,-0.85785,-2.16,0.00181,1218,0.00825
45,2,-0.75,-0.78428,-1.96,0.00355,1171,0.187
45,2,-0.5,-0.65118,-1.68,0.0476,1119,0.429
45,2,-0.25,-0.52719,-1.36,0.154,1063,0.675
45,2,0,0.25401,0.65,0.858,230,1
45,2,0.25,0.50544,1.31,0.186,316,0.62
45,2,0.5,0.62884,1.6,0.0617,323,0.438
45,2,0.75,0.80247,2,0.00357,78,0.137
45,2,1,0.83201,2.11,0.00175,110,0.0382
45,3,-1,-0.7727,-1.91,0.00549,1081,0.237
45,3,-0.75,-0.72529,-1.82,0.0108,1173,0.627
45,3,-0.5,-0.60918,-1.53,0.097,1176,0.798
45,3,-0.25,-0.45158,-1.14,0.315,1025,1
45,3,0,0.30164,0.757,0.754,447,0.875
45,3,0.25,0.33075,0.842,0.626,193,0.966
45,3,0.5,0.65533,1.66,0.0442,153,1
45,3,0.75,0.79807,2.04,0.00577,211,0.0958
45,3,1,0.85948,2.16,0,101,0.0114
45,4,-1,-0.84118,-2.1,0.00186,1239,0.0402
45,4,-0.75,-0.76221,-1.97,0.00737,1184,0.189
45,4,-0.5,-0.65503,-1.69,0.0456,1042,0.48
45,4,-0.25,-0.66326,-1.68,0.0296,1129,0.75
45,4,0,-0.18706,-0.474,0.977,1133,1
45,4,0.25,0.60464,1.54,0.0699,260,0.394
45,4,0.5,0.71254,1.85,0.00756,262,0.276
45,4,0.75,0.73046,1.87,0.013,267,0.212
45,4,1,0.8522,2.13,0.00172,161,0.0196
45,5,-1,-0.85463,-2.15,0,1200,0.023
45,5,-0.75,-0.75214,-1.93,0.00769,1164,0.271
45,5,-0.5,-0.69372,-1.83,0.0121,1185,0.59
45,5,-0.25,-0.42353,-1.11,0.32,1075,0.75
45,5,0,0.23985,0.606,0.912,257,1
45,5,0.25,0.58332,1.51,0.0758,355,0.898
45,5,0.5,0.66476,1.68,0.0333,309,0.441
45,5,0.75,0.79446,1.99,0.00358,206,0.154
45,5,1,0.81953,2.04,0.0017,235,0.0512
45,6,-1,-0.85079,-2.06,0,1194,0.0528
45,6,-0.75,-0.73476,-1.85,0.00719,1233,0.516
45,6,-0.5,-0.69996,-1.79,0.0129,1155,0.745
45,6,-0.25,-0.32988,-0.833,0.643,999,1
45,6,0,-0.28672,-0.733,0.783,1123,0.985
45,6,0.25,0.46851,1.18,0.262,372,0.8
45,6,0.5,0.72914,1.85,0.00936,297,0.414
45,6,0.75,0.76569,1.96,0.00598,236,0.194
45,6,1,0.82631,2.04,0,218,0.0713
45,7,-1,-0.85872,-2.11,0,1182,0.0178
45,7,-0.75,-0.78233,-1.97,0.0019,1177,0.0858
45,7,-0.5,-0.63008,-1.63,0.0484,997,0.665
45,7,-0.25,-0.41793,-1.08,0.363,906,0.846
45,7,0,0.27791,0.705,0.814,360,0.993
45,7,0.25,0.34034,0.874,0.57,317,0.791
45,7,0.5,0.63287,1.58,0.0638,271,0.434
45,7,0.75,0.78683,1.93,0.00186,153,0.132
45,7,1,0.84357,2.12,0,164,0.023
45,8,-1,-0.84054,-2.07,0.00181,1250,0.0427
45,8,-0.75,-0.77895,-1.99,0.0038,1263,0.134
45,8,-0.5,-0.67755,-1.73,0.022,1125,0.527
45,8,-0.25,-0.51629,-1.33,0.175,1050,1
45,8,0,0.26715,0.671,0.848,412,0.928
45,8,0.25,0.61596,1.57,0.0546,233,0.769
45,8,0.5,0.58354,1.48,0.09,364,0.878
45,8,0.75,0.76413,1.9,0.00554,202,0.331
45,8,1,0.77986,1.93,0.00531,147,0.269
45,9,-1,-0.8187,-2.09,0,1199,0.0533
45,9,-0.75,-0.74844,-1.87,0.0133,1037,0.447
45,9,-0.5,-0.60511,-1.49,0.0944,938,0.892
45,9,-0.25,-0.49692,-1.25,0.205,1015,1
45,9,0,-0.19431,-0.499,0.987,880,1
45,9,0.25,0.50568,1.31,0.193,242,1
45,9,0.5,0.66754,1.69,0.0246,286,1
45,9,0.75,0.7251,1.85,0.00942,234,0.516
45,9,1,0.75214,1.91,0.00739,157,0.288
45,10,-1,-0.83071,-2.05,0,1190,0.0578
45,10,-0.75,-0.72587,-1.86,0.0111,1119,0.409
45,10,-0.5,-0.69211,-1.74,0.0226,1114,1
45,10,-0.25,-0.45963,-1.19,0.275,968,1
45,10,0,0.20801,0.528,0.978,452,1
45,10,0.25,0.41867,1.05,0.371,537,0.979
45,10,0.5,0.59993,1.54,0.0657,234,1
45,10,0.75,0.72054,1.82,0.00898,269,0.641
45,10,1,0.78651,1.97,0,221,0.175
45,11,-1,-0.85464,-2.11,0,1231,0.0382
45,11,-0.75,-0.77023,-1.98,0,1169,0.17
45,11,-0.5,-0.66403,-1.72,0.0241,1092,1
45,11,-0.25,-0.38933,-1.03,0.404,1144,1
45,11,0,-0.36815,-0.944,0.482,1119,1
45,11,0.25,0.51052,1.31,0.172,363,0.936
45,11,0.5,0.6851,1.76,0.0207,292,1
45,11,0.75,0.75522,1.95,0.0071,210,0.208
45,11,1,0.8046,2.01,0,143,0.128
45,12,-1,-0.82499,-2.06,0.00185,1130,0.061
45,12,-0.75,-0.78956,-2.04,0.00405,1160,0.0689
45,12,-0.5,-0.64365,-1.67,0.0366,969,0.728
45,12,-0.25,-0.48191,-1.24,0.226,924,1
45,12,0,-0.20425,-0.535,0.953,1138,0.995
45,12,0.25,0.37053,0.922,0.546,435,0.805
45,12,0.5,0.7315,1.83,0.00691,185,0.212
45,12,0.75,0.73812,1.85,0.0135,247,0.529
45,12,1,0.79951,1.99,0.00504,102,0.138
45,13,-1,-0.8092,-2.01,0.0018,1208,0.108
45,13,-0.75,-0.78328,-1.94,0.00567,1191,0.231
45,13,-0.5,-0.74252,-1.86,0.00385,1203,0.14
45,13,-0.25,-0.43748,-1.12,0.336,1010,1
45,13,0,-0.22275,-0.575,0.92,991,1
45,13,0.25,0.31738,0.803,0.686,215,1
45,13,0.5,0.69759,1.78,0.0165,274,0.826
45,13,0.75,0.75169,1.91,0.00958,184,0.316
45,13,1,0.77139,1.97,0,178,0.19
45,14,-1,-0.82824,-2.05,0.00187,1178,0.0733
45,14,-0.75,-0.77704,-1.94,0.00564,1189,0.244
45,14,-0.5,-0.65246,-1.66,0.0339,1060,1
45,14,-0.25,-0.49615,-1.25,0.207,1066,0.906
45,14,0,0.28152,0.718,0.808,331,0.923
45,14,0.25,0.42516,1.07,0.369,464,0.927
45,14,0.5,0.58403,1.47,0.0881,175,1
45,14,0.75,0.81977,2.07,0,143,0.0278
45,14,1,0.81411,2.01,0.00171,137,0.0902
45,15,-1,-0.82744,-2.11,0,1154,0.0354
45,15,-0.75,-0.69837,-1.78,0.0109,1214,0.411
45,15,-0.5,-0.56004,-1.4,0.146,1212,1
45,15,-0.25,-0.43961,-1.13,0.314,1102,0.789
45,15,0,0.19676,0.504,0.982,82,1
45,15,0.25,0.50892,1.3,0.182,243,0.93
45,15,0.5,0.60322,1.58,0.0822,161,0.644
45,15,0.75,0.78032,1.99,0.00368,188,0.0856
45,15,1,0.84703,2.16,0,127,0.0188
45,16,-1,-0.8755,-2.15,0,1241,0.0201
45,16,-0.75,-0.81101,-2.06,0,1199,0.068
45,16,-0.5,-0.6502,-1.67,0.044,1105,0.394
45,16,-0.25,-0.3967,-1.03,0.413,945,1
45,16,0,0.31902,0.82,0.659,69,1
45,16,0.25,0.45008,1.15,0.293,327,0.91
45,16,0.5,0.6327,1.6,0.0556,276,0.626
45,16,0.75,0.75043,1.94,0.0054,209,0.25
45,16,1,0.81013,2.01,0.00184,165,0.117
45,17,-1,-0.79854,-1.99,0.00354,1206,0.128
45,17,-0.75,-0.7736,-1.91,0.00716,1135,0.25
45,17,-0.5,-0.65583,-1.65,0.0399,968,0.613
45,17,-0.25,-0.42816,-1.09,0.327,1021,0.802
45,17,0,-0.30241,-0.766,0.722,1020,0.92
45,17,0.25,0.36432,0.904,0.561,224,0.934
45,17,0.5,0.60882,1.55,0.0663,339,0.612
45,17,0.75,0.77497,1.9,0.00558,172,0.341
45,17,1,0.82414,1.99,0,122,0.128
45,18,-1,-0.79523,-1.97,0.00171,1079,0.135
45,18,-0.75,-0.74151,-1.91,0.00343,1064,0.299
45,18,-0.5,-0.62399,-1.61,0.0609,1189,0.774
45,18,-0.25,-0.51954,-1.3,0.157,1047,1
45,18,0,-0.24507,-0.624,0.911,1114,0.995
45,18,0.25,0.47251,1.22,0.244,358,0.589
45,18,0.5,0.7141,1.82,0.0219,255,0.704
45,18,0.75,0.79843,2.03,0.00402,204,0.0804
45,18,1,0.83469,2.13,0,139,0.036
45,19,-1,-0.82902,-2.08,0.00192,1161,0.049
45,19,-0.75,-0.76868,-1.97,0,1073,0.156
45,19,-0.5,-0.66637,-1.74,0.0369,1219,0.53
45,19,-0.25,-0.42825,-1.08,0.351,990,0.999
45,19,0,0.32832,0.85,0.628,289,0.935
45,19,0.25,0.35496,0.907,0.552,261,0.992
45,19,0.5,0.56062,1.42,0.129,316,0.702
45,19,0.75,0.69528,1.74,0.0305,260,0.574
45,19,1,0.82248,2.02,0.00331,231,0.0461
45,20,-1,-0.81459,-2.08,0,1212,0.0463
45,20,-0.75,-0.77653,-2.02,0.00585,1211,0.106
45,20,-0.5,-0.65073,-1.68,0.0439,1140,0.442
45,20,-0.25,-0.41103,-1.06,0.36,1100,1
45,20,0,0.3808,0.953,0.509,324,1
45,20,0.25,0.45398,1.13,0.318,368,1
45,20,0.5,0.67376,1.68,0.0221,296,0.888
45,20,0.75,0.76901,1.94,0.00173,209,0.208
45,20,1,0.76701,1.97,0.00692,260,0.182
45,21,-1,-0.81549,-2.03,0.00169,1215,0.0893
45,21,-0.75,-0.73222,-1.86,0,1183,0.236
45,21,-0.5,-0.60782,-1.6,0.0586,1298,0.507
45,21,-0.25,-0.26401,-0.675,0.853,868,0.989
45,21,0,-0.17891,-0.466,0.986,1042,0.989
45,21,0.25,0.47724,1.21,0.239,294,0.762
45,21,0.5,0.59044,1.54,0.0562,364,0.796
45,21,0.75,0.73781,1.86,0.0114,260,0.523
45,21,1,0.77424,1.98,0.00364,277,0.168
45,22,-1,-0.8633,-2.17,0.00174,1184,0.017
45,22,-0.75,-0.77763,-1.93,0.0037,1162,0.198
45,22,-0.5,-0.62003,-1.61,0.0576,1076,1
45,22,-0.25,-0.51593,-1.32,0.186,1038,0.493
45,22,0,0.28663,0.752,0.749,425,1
45,22,0.25,0.51661,1.35,0.171,301,0.91
45,22,0.5,0.64581,1.68,0.0446,323,0.666
45,22,0.75,0.82942,2.14,0,146,0.0183
45,22,1,0.82492,2.1,0.00179,199,0.0578
45,23,-1,-0.81679,-2.06,0,1208,0.059
45,23,-0.75,-0.73676,-1.85,0.00205,1166,0.457
45,23,-0.5,-0.64701,-1.67,0.0471,1162,0.76
45,23,-0.25,-0.48569,-1.23,0.227,898,0.944
45,23,0,-0.28331,-0.746,0.781,929,0.939
45,23,0.25,0.4125,1.06,0.375,324,0.894
45,23,0.5,0.64383,1.64,0.0458,283,0.367
45,23,0.75,0.73998,1.83,0.0123,187,0.585
45,23,1,0.84498,2.11,0,194,0.0268
45,24,-1,-0.80044,-2.02,0.00189,1174,0.0719
45,24,-0.75,-0.78186,-2,0.00393,1200,0.139
45,24,-0.5,-0.69147,-1.73,0.0206,1102,0.525
45,24,-0.25,-0.49101,-1.27,0.208,1105,0.832
45,24,0,-0.35346,-0.893,0.568,1067,0.88
45,24,0.25,0.49259,1.21,0.259,309,0.991
45,24,0.5,0.64234,1.56,0.0573,292,0.798
45,24,0.75,0.76357,1.84,0.00838,270,0.223
45,24,1,0.7991,1.95,0.00175,144,0.162
45,25,-1,-0.86949,-2.14,0,1228,0.0227
45,25,-0.75,-0.78711,-2,0.002,1086,0.165
45,25,-0.5,-0.68261,-1.75,0.0124,1210,0.419
45,25,-0.25,-0.45115,-1.15,0.297,1021,0.899
45,25,0,0.36216,0.908,0.554,402,1
45,25,0.25,0.33639,0.866,0.604,465,0.942
45,25,0.5,0.63765,1.58,0.067,342,0.783
45,25,0.75,0.73703,1.85,0.0102,221,0.199
45,25,1,0.8202,2.03,0.00329,234,0.0523
45,26,-1,-0.77608,-1.97,0.00342,1078,0.145
45,26,-0.75,-0.7412,-1.85,0.00859,1150,0.448
45,26,-0.5,-0.56171,-1.45,0.0986,876,0.664
45,26,-0.25,-0.41778,-1.07,0.373,1075,1
45,26,0,-0.24083,-0.621,0.901,1190,1
45,26,0.25,0.33694,0.889,0.575,356,1
45,26,0.5,0.7128,1.86,0.0218,198,0.522
45,26,0.75,0.74405,1.93,0.00778,321,0.28
45,26,1,0.8405,2.14,0.00206,159,0.044
45,27,-1,-0.82444,-2.06,0.00189,1245,0.0558
45,27,-0.75,-0.72196,-1.85,0.0192,1067,0.429
