"","pert_iname","norm_cs","moa"
"3073","ripasudil",-0.00930909090909089,"Rho associated kinase inhibitor"
"3074","risperidone",-0.101126666666667,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"3075","RITA",-0.3586875,"MDM inhibitor"
"3076","ritanserin",-0.0472375,"Serotonin receptor antagonist"
"3077","ritodrine",-0.20001,"Adrenergic receptor agonist"
"3078","ritonavir",-0.010425,"HIV inhibitor"
"3079","rivaroxaban",-0.168594117647059,"Coagulation factor inhibitor"
"3080","rivastigmine",0,"Acetylcholinesterase inhibitor"
"3081","rizatriptan",0.30343,"Serotonin receptor agonist"
"3082","RK-682",-0.163733333333333,"Tyrosine phosphatase inhibitor"
"3083","RKI-1447",-0.4724,"Rho associated kinase inhibitor"
"3084","RN-1",1.1853,"Histone lysine demethylase inhibitor"
"3085","RN-1734",-0.5167,"TRPV antagonist"
"3086","Ro-04-5595",0.3811375,"Glutamate receptor antagonist"
"3087","Ro-04-6790",-0.0547428571428572,"Serotonin receptor antagonist"
"3088","Ro-08-2750",-0.113642857142857,"NGF binding inhibitor"
"3089","Ro-10-5824",-0.126133333333333,"Dopamine receptor agonist"
"3090","Ro-106-9920",-0.554544444444444,"NFKB inhibitor"
"3091","Ro-15-4513",0.2471,"GABA receptor agonist"
"3092","Ro-16-6941",0.477666666666667,"Monoamine oxidase inhibitor"
"3093","Ro-19-4605",-0.08786,"GABA receptor agonist"
"3094","Ro-20-1724",-0.4748,"Phosphodiesterase inhibitor"
"3095","Ro-25-6981",-0.124385714285714,"Vesicular monoamine transporter inhibitor"
"3096","Ro-28-1675",0.249130769230769,"Glucokinase activator"
"3097","Ro-3306",0.271666666666667,"CDK inhibitor"
"3098","Ro-4987655",1.31045454545455,"MEK inhibitor"
"3099","Ro-90-7501",-0.03905,"Beta amyloid inhibitor"
"3100","robustic-acid",0.278433333333333,"CAMP inhibitor"
"3101","rociletinib",0.8138,"EGFR inhibitor"
"3102","rofecoxib",0.110677777777778,"Cyclooxygenase inhibitor"
"3103","roflumilast",-0.192288888888889,"Phosphodiesterase inhibitor"
"3104","rolipram",-0.117141666666667,"Phosphodiesterase inhibitor"
"3105","romidepsin",0.264216666666667,"HDAC inhibitor"
"3106","ropinirole",-0.232585714285714,"Dopamine receptor agonist"
"3107","ropivacaine",-0.411985714285714,"Sodium channel inhibitor"
"3108","roquinimex",-0.0650142857142857,"Angiogenesis inhibitor|TNF inhibitor"
"3109","roscovitine",-0.102626666666667,"CDK inhibitor"
"3110","rosiglitazone",-0.39796,"PPAR receptor agonist|Insulin sensitizer"
"3111","rosmarinic-acid",0.182075,"GABA receptor antagonist"
"3112","rosuvastatin",0.308007692307692,"HMGCR inhibitor"
"3113","rotenone",-0.35875,"Mitochondrial inhibitor"
"3114","rotenonic-acid",-0.231711111111111,"Retinoid receptor antagonist"
"3115","rotigotine",0.02275,"Dopamine receptor agonist"
"3116","rottlerin",0.01384,"MAP kinase inhibitor|Protein kinase inhibitor"
"3117","rotundine",-0.1352,"Serotonin receptor agonist"
"3118","roxarsone",0,"Antiprotozoal"
"3119","roxatidine",-0.199225,"Histamine receptor antagonist"
"3120","roxithromycin",-0.232614285714286,"Bacterial 50S ribosomal subunit inhibitor"
"3121","RS-100329",0.2002,"Adrenergic receptor antagonist"
"3122","RS-102221",-0.107625,"Serotonin receptor antagonist"
"3123","RS-102895",0.1582,"CCR antagonist"
"3124","RS-127445",0.4608625,"Serotonin receptor antagonist"
"3125","RS-16566",-0.164857142857143,"Serotonin receptor antagonist"
"3126","RS-17053",0.698571428571429,"Adrenergic receptor antagonist"
"3127","RS-23597-190",0.0768166666666667,"Serotonin receptor antagonist"
"3128","RS-39604",0.764314285714286,"Serotonin receptor antagonist"
"3129","RS-45041-190",-0.0941875,"Imidazoline receptor agonist"
"3130","RS-504393",0.405044444444444,"CC chemokine receptor antagonist"
"3131","RS-56812",-0.0047857142857143,"Serotonin receptor agonist"
"3132","RS-67333",0.104633333333333,"Serotonin receptor agonist"
"3133","RS-67506",-0.34124,"Serotonin receptor agonist"
"3134","RS-79948",0,"Adrenergic receptor antagonist"
"3135","RTI-55",-0.825,"Dopamine receptor antagonist"
"3136","RU-24969",0.057975,"Serotonin receptor agonist"
"3137","RU-58841",-0.2537,"Androgen receptor antagonist"
"3138","ruboxistaurin",-0.9985,"PKC inhibitor"
"3139","rucaparib",-0.169533333333333,"PARP inhibitor"
"3140","rucinol",-0.0131,"Tyrosinase inhibitor"
"3141","rufinamide",0.0552333333333333,"Voltage-gated sodium channel blocker"
"3142","rufloxacin",0.206042857142857,"Bacterial DNA Gyrase inhibitor"
"3143","rupatadine",0.3164,"Histamine receptor antagonist|Platelet activating factor receptor antagonist"
"3144","rutin",0.07495,"Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger"
"3145","ruxolitinib",-0.3017,"JAK inhibitor"
"3146","RVX-208",0.4126,"Apolipoprotein expression enhancer"
"3147","RX-821002",0.3965,"Adrenergic receptor antagonist"
"3148","ryanodine",0.127644444444444,"Calcium channel blocker"
"3149","ryuvidine",0.247133333333333,"Histone lysine methyltransferase inhibitor"
"3150","S-111",0.574,"PARP inhibitor"
"3151","S-14506",0.13875,"Serotonin receptor agonist"
"3152","S-18986",-0.230375,"Glutamate receptor antagonist"
"3153","S-26948",0,"PPAR receptor agonist"
"3154","S-ruxolitinib",-0.171166666666667,"JAK inhibitor"
"3155","SA-792709",-0.598866666666667,"Retinoid receptor agonist"
"3156","SA-94315",-0.0516285714285714,"Caspase inhibitor"
"3157","saccharin",-0.55595,"DNA inhibitor"
"3158","saclofen",0.2562,"GABA receptor antagonist"
"3159","sacubitril",-0.000940000000000008,"Neprilysin inhibitor"
"3160","safinamide",-0.34252,"Dopamine receptor antagonist|Glutamate inhibitor|Monoamine oxidase inhibitor"
"3161","safingol",0.217466666666667,"PKC inhibitor"
"3162","SAL-1",0.1440125,"Adenosine receptor antagonist"
"3163","salbutamol",0.5471,"Adrenergic receptor agonist"
"3164","salermide",-0.0411571428571429,"SIRT inhibitor"
"3165","salicin",-0.144583333333333,"Anti-inflammatory"
"3166","salicylic-acid",0,"Cyclooxygenase inhibitor|Prostanoid receptor antagonist|Prostanoid receptor inhibitor"
"3167","salidroside",0,"Beta amyloid inhibitor"
"3168","salirasib",-0.4215,"MTOR inhibitor"
"3169","salmeterol",0.48425,"Adrenergic receptor agonist"
"3170","salsolidine",-0.43105,"Monoamine oxidase inhibitor"
"3171","salsolinol",-0.161566666666667,"Monoamine oxidase inhibitor|Tyrosine hydroxylase inhibitor"
"3172","salubrinal",0,"Eukaryotic translation initiation factor inhibitor"
"3173","salvinorin-a",0.05079,"Opioid receptor agonist"
"3174","sanguinarium-chloride",0,"Acetylcholinesterase inhibitor|Apoptosis stimulant|Caspase activator|FtsZ inhibitor|Rho associated kinase inhibitor"
"3175","SANT-1",-0.08906,"Smoothened receptor antagonist"
"3176","SANT-2",-0.7421,"Smoothened receptor antagonist"
"3177","sappanone-a",-0.00925000000000001,"Melanin inhibitor|Tyrosinase inhibitor"
"3178","sapropterin",0.44075,"Phenylalanine 4-hydroxylase stimulant"
"3179","saquinavir",0.36895,"HIV inhibitor"
"3180","SAR-245409",-0.08913125,"PI3K inhibitor"
"3181","saracatinib",0.437586956521739,"Src inhibitor"
"3182","sarafloxacin",-0.9622,"Bacterial DNA Gyrase inhibitor"
"3183","sarcosine",-0.30163,"GlyT-1 inhibitor"
"3184","sarmentogenin",-1.13716666666667,"Na/K-ATPase inhibitor"
"3185","sasapyrine",-0.169916666666667,"NFKB inhibitor"
"3186","saxagliptin",-0.6213625,"Dipeptidyl peptidase inhibitor"
"3187","SB-200646",-0.0703444444444444,"Serotonin receptor antagonist"
"3188","SB-202190",0.14422,"P38 MAPK inhibitor"
"3189","SB-203186",0.03186,"Serotonin receptor antagonist"
"3190","SB-203580",-0.226119047619048,"P38 MAPK inhibitor"
"3191","SB-205384",0.458044444444444,"GABA receptor antagonist"
"3192","SB-205607",0.40876,"Delta 1 opioid receptor agonist"
"3193","SB-206553",-0.0351714285714286,"Serotonin receptor antagonist"
"3194","SB-216641",0.00422499999999999,"Serotonin receptor antagonist"
"3195","SB-216763",-0.39442380952381,"GSK inhibitor"
"3196","SB-218078",0.1101,"CHK inhibitor"
"3197","SB-218795",-0.03189,"Tachykinin antagonist"
"3198","SB-221284",0.124388888888889,"Serotonin receptor antagonist"
"3199","SB-222200",0.230785714285714,"Tachykinin antagonist"
"3200","SB-225002",-0.602023529411765,"CC chemokine receptor antagonist"
"3201","SB-2343",0.9124,"MTOR inhibitor|PI3K inhibitor"
"3202","SB-239063",-0.132291666666667,"P38 MAPK inhibitor"
"3203","SB-242235",0.28645,"P38 MAPK inhibitor"
"3204","SB-258585",0.314114285714286,"Serotonin receptor antagonist"
"3205","SB-269970",-0.01555,"Serotonin receptor antagonist"
"3206","SB-271046",0.277525,"Serotonin receptor antagonist"
"3207","SB-334867",0.369171428571429,"Orexin receptor antagonist"
"3208","SB-366791",0,"TRPV antagonist"
"3209","SB-408124",-0.08667,"Orexin receptor antagonist"
"3210","SB-415286",-0.160271428571429,"GSK inhibitor"
"3211","SB-431542",-0.172788888888889,"TGF-beta receptor inhibitor"
"3212","SB-505124",-0.49505,"ALK inhibitor"
"3213","SB-525334",-0.539245,"TGF-beta receptor inhibitor"
"3214","SB-590885",0.228608333333333,"RAF inhibitor"
"3215","SB-657510",0,"Urotensin receptor antagonist"
"3216","SB-683698",-0.014,"Integrin inhibitor"
"3217","SB-705498",-0.103675,"TRPV antagonist"
"3218","SB-743921",0.05303,"Kinesin inhibitor"
"3219","SB-756050",-0.19238,"G protein-coupled receptor agonist"
"3220","SB-939",0.324457142857143,"HDAC inhibitor"
"3221","SC-10",-0.17505,"Protein kinase activator"
"3222","SC-12267",-0.0178285714285714,"Dihydroorotate dehydrogenase inhibitor"
"3223","SC-19220",-0.31355,"Prostanoid receptor antagonist"
"3224","SC-560",-0.1092,"Cyclooxygenase inhibitor"
"3225","SC-68376",-0.458285714285714,"P38 MAPK inhibitor"
"3226","SC-9",-0.6614875,"Protein synthesis stimulant"
"3227","scandenin",0.2503,"Plant alkaloid"
"3228","SCH-202676",-0.2037,"G protein-coupled receptor modulator"
"3229","SCH-23390",0.287371428571429,"Dopamine receptor antagonist"
"3230","SCH-28080",-0.337227272727273,"ATPase inhibitor"
"3231","SCH-442416",0.3271,"Adenosine receptor antagonist"
"3232","SCH-58261",0.3608375,"Adenosine receptor antagonist"
"3233","SCH-79797",0.1334,"Proteasome inhibitor"
"3234","scopolamine",0.298466666666667,"Acetylcholine receptor antagonist"
"3235","scopoline",-0.27775,"Acetylcholine receptor antagonist"
"3236","scoulerine",-0.508942857142857,"Adrenergic receptor antagonist|GABA receptor antagonist|Serotonin receptor antagonist"
"3237","scriptaid",1.00497142857143,"HDAC inhibitor"
"3238","SD-169",0.176383333333333,"P38 MAPK inhibitor"
"3239","SD-208",0,"TGF-beta receptor inhibitor"
"3240","SDM-25N",0.01689,"Opioid receptor antagonist"
"3241","SDZ-205-557",-0.0153571428571429,"Serotonin receptor antagonist"
"3242","SDZ-21009",0.8032,"Adrenergic receptor antagonist|Serotonin receptor antagonist"
"3243","SDZ-NKT-343",0.40475,"Tachykinin antagonist"
"3244","secnidazole",-0.04897,"Acetylcholinesterase inhibitor|Tubulin inhibitor"
"3245","securinine",0.7675,"GABA receptor antagonist|p53 activator"
"3246","selamectin",-0.08393,"Nematocide"
"3247","selegiline",-0.0251666666666667,"Monoamine oxidase inhibitor"
"3248","selinidin",0,"Mast cell stabilizer"
"3249","selumetinib",1.068975,"MEK inhibitor"
"3250","semagacestat",0.21525,"Gamma secretase inhibitor"
"3251","semaxanib",0.00393999999999999,"VEGFR inhibitor"
"3252","seneciphylline",-0.30218,"Cytochrome P450 inhibitor"
"3253","senicapoc",0.29085,"Potassium channel blocker"
"3254","seocalcitol",-0.162985714285714,"Vitamin D receptor agonist"
"3255","SEP-227900",0.2855,"D-Amino Acid Oxidase Inhibitor"
"3256","serotonin",-0.5136,"Growth factor receptor activator"
"3257","sertaconazole",0.06451,"Sterol demethylase inhibitor"
"3258","sertindole",0.66018,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"3259","sertraline",0.99745,"Serotonin receptor antagonist"
"3260","setiptiline",-0.420075,"Adrenergic receptor antagonist"
"3261","SEW-2871",-0.13415,"Lysophospholipid receptor agonist"
"3262","SF-11",0,"Neuropeptide receptor antagonist"
"3263","SGC-0946",-0.0569666666666667,"DOT1L inhibitor"
"3264","SGC-707",-0.44502,"PRMT inhibitor"
"3265","SGC-CBP30",0.2480125,"Bromodomain inhibitor"
"3266","SGI-1776",0.4171375,"PIM inhibitor"
"3267","SGX-523",0.03308,"HGF receptor inhibitor"
"3268","SIB-1553A",0,"Acetylcholine receptor agonist"
"3269","SIB-1757",0.4714,"Glutamate receptor antagonist"
"3270","sibutramine",0.14486,"Serotonin receptor antagonist"
"3271","SID-26681509",0.4529,"Cathepsin inhibitor"
"3272","SID-7969543",-0.140685714285714,"Steroid"
"3273","siguazodan",0.189875,"Phosphodiesterase inhibitor"
"3274","sildenafil",0.127281818181818,"Phosphodiesterase inhibitor"
"3275","silibinin",-0.19572,"Cytochrome P450 inhibitor"
"3276","simeprevir",-0.34459,"HCV inhibitor"
"3277","simvastatin",0.488484615384615,"HMGCR inhibitor"
"3278","sinensetin",-0.143225,"Cyclooxygenase inhibitor"
"3279","siramesine",0.419816666666667,"Sigma receptor antagonist"
"3280","sirolimus",0.261015909090909,"MTOR inhibitor"
"3281","sirtinol",-0.7341,"SIRT inhibitor"
"3282","sitagliptin",-0.32281,"Dipeptidyl peptidase inhibitor"
"3283","skatole",-0.1142375,"Thrombin inhibitor"
"3284","skepinone-l",0,"P38 MAPK inhibitor"
"3285","SKF-104078",0,"Adrenergic receptor antagonist"
"3286","SKF-38393",0.8023,"Dopamine receptor agonist"
"3287","SKF-77434",0.179057142857143,"Dopamine receptor agonist"
"3288","SKF-81297",0.156077777777778,"Dopamine receptor agonist"
"3289","SKF-83566",0.185014285714286,"Dopamine receptor antagonist"
"3290","SKF-86002",0.17109,"P38 MAPK inhibitor"
"3291","SKF-89976A",-0.4206875,"GABA receptor antagonist"
"3292","SKF-91488",0,"Histamine receptor agonist"
"3293","SKF-96365",-0.283744444444444,"Calcium channel blocker"
"3294","SKI-II",-0.0937230769230769,"Sphingosine kinase inhibitor"
"3295","skimmianine",0.11435,"Acetylcholinesterase inhibitor|Furoquinoline alkaloid"
"3296","SM-21",0,"Sigma receptor antagonist"
"3297","SMER-28",-0.264873333333333,"Autophagy inducer"
"3298","SMI-4a",0,"PIM inhibitor"
"3299","SN-38",-0.149233333333333,"Topoisomerase inhibitor"
"3300","SNS-314",-0.355866666666667,"Aurora kinase inhibitor"
"3301","SNX-2112",0.89523,"HSP inhibitor"
"3302","sobetirome",-0.03719,"Thyroid hormone inhibitor"
"3303","sodium-butyrate",0.97335,"HDAC inhibitor"
"3304","sodium-gualenate",-0.0363875,"Antacid"
"3305","sofalcone",0.122475,"Mucus protecting agent"
"3306","solanine",-0.1354875,"Acetylcholinesterase inhibitor"
"3307","solifenacin",0.175016666666667,"Acetylcholine receptor antagonist"
"3308","solifenacin-succinate",-0.207275,"Acetylcholine receptor antagonist"
"3309","somatostatin",-0.47718,"Somatostatin receptor agonist"
"3310","sonidegib",0.0796272727272727,"Smoothened receptor antagonist"
"3311","sorafenib",-0.111285714285714,"RAF inhibitor|FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RET inhibitor|VEGFR inhibitor"
"3312","sorbinil",0.195925,"Aldose reductase inhibitor"
"3313","sotalol",0.270916666666667,"Adrenergic receptor antagonist"
"3314","sotrastaurin",0.230684615384615,"PKC inhibitor"
"3315","sparfloxacin",-0.158,"Bacterial DNA Gyrase inhibitor"
"3316","sparfosic-acid",-0.27248,"Aspartate carbamoyltransferase inhibitor"
"3317","spectinomycin",0.145742857142857,"Bacterial 30S ribosomal subunit inhibitor"
"3318","spermidine",0,"Glutamate receptor antagonist"
"3319","sphingosine",0.15188,"Ceramidase inhibitor"
"3320","spiperone",0.1475625,"Dopamine receptor antagonist"
"3321","spiradoline",0.01055,"Opioid receptor agonist"
"3322","spiramide",-0.0297857142857143,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"3323","spironolactone",-0.115107142857143,"Mineralocorticoid receptor antagonist"
"3324","spiroxatrine",0.400157142857143,"Serotonin receptor antagonist"
"3325","splitomycin",0.0071,"SIRT inhibitor"
"3326","SPP-301",-0.33508,"Endothelin receptor antagonist"
"3327","SQ-22536",-0.00633,"Adenylyl cyclase inhibitor"
"3328","SQ-29548",-0.133085714285714,"Thromboxane receptor antagonist"
"3329","SR-142948",-0.31618,"Neurotensin receptor antagonist"
"3330","SR-147778",1.0191,"Cannabinoid receptor antagonist"
"3331","SR-1664",0,"PPAR receptor antagonist"
"3332","SR-2640",-0.218475,"Leukotriene receptor antagonist"
"3333","SR-27897",-0.224523076923077,"CCK receptor antagonist"
"3334","SR-33805",0.643328571428571,"Calcium channel blocker"
"3335","SR-57227A",-0.0201333333333333,"Serotonin receptor agonist"
"3336","SR-59230A",0.7533625,"Adrenergic receptor antagonist"
"3337","SR-95639A",0.106057142857143,"Acetylcholine receptor agonist"
"3338","SRPIN-340",0,"Serine arginine protein kinase inhibitor"
"3339","SSR-69071",-1.01654285714286,"Leukocyte elastase inhibitor"
"3340","ST-1859",-0.21479,"Beta amyloid inhibitor"
"3341","ST-638",-0.215633333333333,"Tyrosine kinase inhibitor"
"3342","ST-91",0.31136,"Adrenergic receptor agonist"
"3343","STA-5326",0.76182,"Interleukin inhibitor"
"3344","staurosporine",0.2773,"PKC inhibitor"
"3345","stavudine",0.206971428571429,"DNA inhibitor|Reverse transcriptase inhibitor"
"3346","stemregenin-1",0,"Aryl hydrocarbon receptor antagonist"
"3347","STF-31",0.5399,"NAMPT inhibitor"
"3348","STF-62247",1.1439,"Autophagy inducer"
"3349","stiripentol",0.0202,"GABA receptor antagonist"
"3350","STO-609",-0.08,"Calmodulin inhibitor"
"3351","strophanthidin",-0.194371428571429,"Na/K-ATPase inhibitor"
"3352","strychnine",-0.139785714285714,"Acetylcholine receptor antagonist"
"3353","SU-014813",0.322490909090909,"PDGFR inhibitor|VEGFR inhibitor"
"3354","SU-11274",0.554033333333333,"Hepatocyte growth factor receptor inhibitor|Tyrosine kinase inhibitor"
"3355","SU-11652",0.5716875,"Tyrosine kinase inhibitor"
"3356","SU-1498",-0.322018181818182,"VEGFR inhibitor"
"3357","SU-16f",0,"PDGFR inhibitor"
"3358","SU-4312",0.439914285714286,"Tyrosine kinase inhibitor|PDGFR inhibitor|VEGFR inhibitor"
"3359","SU-6656",-0.0130666666666667,"Src inhibitor"
"3360","sufentanil",0,"Opioid receptor modulator"
"3361","sulbactam",0.1335375,"Beta lactamase inhibitor"
"3362","sulbutiamine",-0.133783333333333,"Acetylcholine receptor antagonist"
"3363","sulconazole",0.158157142857143,"Sterol demethylase inhibitor"
"3364","sulfabenzamide",0,"Bacterial antifolate"
"3365","sulfacetamide",-0.317566666666667,"PABA antagonist"
"3366","sulfadiazine",0,"Bacterial antifolate"
"3367","sulfadimidine",0,"PABA antagonist"
"3368","sulfadoxine",0.164733333333333,"Dihydropteroate synthase inhibitor"
"3369","sulfafurazole",0.0684416666666667,"Bacterial antifolate"
"3370","sulfaguanidine",0,"Bacterial antifolate"
"3371","sulfamerazine",0.9381,"Bacterial antifolate"
"3372","sulfamethizole",0,"Bacterial antifolate"
"3373","sulfamethoxazole",-0.28166,"PABA antagonist"
"3374","sulfametopyrazine",-0.4724,"PABA antagonist"
"3375","sulfamonomethoxine",-0.7666,"Bacterial antifolate"
"3376","sulfaphenazole",-0.89975,"Dihydropteroate synthase inhibitor"
"3377","sulfapyridine",-0.239733333333333,"PABA antagonist"
"3378","sulfasalazine",-0.214116666666667,"Antirheumatic drug|NFKB inhibitor"
"3379","sulfathiazole",0.08855,"Dihydropteroate synthase inhibitor"
"3380","sulfinpyrazone",-0.0103833333333333,"Uricosuric"
"3381","sulforaphane",-0.235216666666667,"Carcinogen|Aryl hydrocarbon receptor antagonist"
"3382","sulindac",0.242757142857143,"Cyclooxygenase inhibitor"
"3383","sulmazole",0.0273,"Adenosine receptor antagonist"
"3384","suloctidil",0.541475,"Adrenergic receptor antagonist"
"3385","sulpiride",-0.358583333333333,"Dopamine receptor antagonist"
"3386","sumatriptan",-0.166390909090909,"Serotonin receptor agonist"
"3387","sunitinib",0.77071875,"FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RET inhibitor|VEGFR inhibitor"
"3388","suprofen",0.221275,"Cyclooxygenase inhibitor"
"3389","suvorexant",0.46872,"Orexin receptor antagonist"
"3390","suxibuzone",0,"Cyclooxygenase inhibitor"
"3391","swainsonine",0.1014625,"Alpha mannosidase inhibitor"
"3392","SYK-inhibitor",-0.4217125,"Syk inhibitor"
"3393","synephrine",0.511514285714286,"Adrenergic receptor agonist"
"3394","syrosingopine",-0.0826555555555556,"Vesicular monoamine transporter inhibitor"
"3395","T-0070907",-0.125427272727273,"PPAR receptor antagonist"
"3396","T-0156",0.171755555555556,"Phosphodiesterase inhibitor"
"3397","T-0901317",0.397971428571429,"LXR agonist|ABC transporter expression enhancer|ROR inverse agonist"
"3398","T-5224",-0.18334,"AP inhibitor"
"3399","T-98475",0.702271428571429,"Gonadotropin receptor antagonist"
"3400","tacalcitol",0.011225,"Vitamin D receptor agonist"
"3401","tacedinaline",0.177333333333333,"HDAC inhibitor"
"3402","tacrine",-0.0781125,"Acetylcholinesterase inhibitor"
"3403","tacrolimus",0.257907142857143,"Calcineurin inhibitor"
"3404","tadalafil",-0.1384,"Phosphodiesterase inhibitor"
"3405","tafamidis-meglumine",0.194325,"Transthyretin stabilizer"
"3406","tagatose",-0.118983333333333,"Phospholipase inhibitor"
"3407","TAK-285",0.33295,"EGFR inhibitor"
"3408","TAK-715",0.0323642857142857,"P38 MAPK inhibitor"
"3409","TAK-733",1.60074444444444,"MEK inhibitor"
"3410","TAK-875",0.0679285714285714,"Insulin secretagogue"
"3411","taladegib",-0.30828,"Smoothened receptor antagonist"
"3412","talampicillin",0.168866666666667,"Bacterial cell wall synthesis inhibitor"
"3413","talazoparib",-0.186725,"PARP inhibitor"
"3414","talinolol",0.222175,"Adrenergic receptor antagonist"
"3415","talipexole",0.18965,"Adrenergic receptor agonist|Dopamine receptor agonist"
"3416","talmapimod",-0.311542857142857,"P38 MAPK inhibitor"
"3417","talnetant",-0.0491,"Tachykinin antagonist"
"3418","talniflumate",0.174514285714286,"Cyclooxygenase inhibitor"
"3419","taltirelin",0.0804,"Thyrotropin releasing hormone receptor agonist"
"3420","tamibarotene",0.253771428571429,"Retinoid receptor agonist"
"3421","tamoxifen",0.773785714285714,"Estrogen receptor antagonist"
"3422","tamsulosin",0.118733333333333,"Adrenergic receptor antagonist"
"3423","tanaproget",-0.238857142857143,"Progesterone receptor agonist"
"3424","tandutinib",0.643055555555556,"FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor"
"3425","tanespimycin",0.67480625,"HSP inhibitor"
"3426","tangeritin",0.212725,"Cell cycle inhibitor"
"3427","tapentadol",0.38875,"Opioid receptor agonist"
"3428","taranabant",-0.0700714285714286,"Cannabinoid receptor antagonist"
"3429","targinine",0.123333333333333,"Nitric oxide synthase inhibitor"
"3430","tariquidar",0,"P-glycoprotein inhibitor"
"3431","TAS-103",0.475975,"Topoisomerase inhibitor"
"3432","TAS-301",0.0626857142857143,"Calcium channel blocker"
"3433","taselisib",0.4186625,"PI3K inhibitor"
"3434","tasisulam",0.258785714285714,"Apoptosis stimulant"
"3435","tasquinimod",-0.190911111111111,"Angiogenesis inhibitor|S100A9 inhibitor"
"3436","taurocholic-acid",-0.4119,"G protein-coupled receptor agonist"
"3437","taurodeoxycholic-acid",0.2679625,"Bile acid"
"3438","taxifolin",-0.068825,"Opioid receptor antagonist"
"3439","tazarotene",0.507133333333333,"Retinoid receptor agonist"
"3440","tazobactam",0.300875,"Beta lactamase inhibitor"
"3441","TC-1",0.126857142857143,"Beta secretase inhibitor"
"3442","TC-H-106",-0.16168,"HDAC inhibitor"
"3443","TC-S-7006",-0.6587,"MAP kinase inhibitor"
"3444","TCDD-dioxin",-0.772733333333333,"Aryl hydrocarbon receptor activator"
"3445","TCPOBOP",-0.033725,"CAR agonist"
"3446","TCS-359",0.09115,"FLT3 inhibitor"
"3447","tebipenem",0.48735,"Bacterial cell wall synthesis inhibitor"
"3448","tebuthiuron",0.18685,"Photosynthesis inhibitor"
"3449","tecastemizole",-0.130466666666667,"Histamine receptor antagonist"
"3450","tedizolid",0.133590909090909,"Bacterial 50S ribosomal subunit inhibitor"
"3451","tegafur",0.0253142857142857,"Thymidylate synthase inhibitor"
"3452","tegobuvir",0.474825,"HCV inhibitor|Protease inhibitor"
"3453","telatinib",-0.131488888888889,"KIT inhibitor|PDGFR inhibitor|VEGFR inhibitor"
"3454","telbivudine",-0.23536,"DNA inhibitor"
"3455","telcagepant",0.0959333333333333,"Calcitonin antagonist"
"3456","telenzepine",0.25245,"Acetylcholine receptor antagonist"
"3457","telmesteine",-0.374666666666667,"Mucolytic"
"3458","telmisartan",-0.0809916666666667,"Angiotensin receptor antagonist"
"3459","telotristat",-0.15688,"Serotonin receptor antagonist|Serotonin release inhibitor"
"3460","temazepam",0.0878,"GABA receptor agonist"
"3461","temefos",0.0776375,"Cholinesterase inhibitor"
"3462","temocapril",0.44125,"ACE inhibitor"
"3463","temoporfin",0.35272,"Radical formation stimulant"
"3464","temozolomide",-0.4314125,"DNA alkylating agent"
"3465","temsirolimus",0.17308,"MTOR inhibitor"
"3466","tenatoprazole",-0.0648,"Proton pump inhibitor"
"3467","teneligliptin",0.0350285714285714,"Dipeptidyl peptidase inhibitor"
"3468","tenidap",-0.169525,"Cyclooxygenase inhibitor"
"3469","teniposide",0.18781,"Topoisomerase inhibitor"
"3470","tenofovir",-0.48555,"Reverse transcriptase inhibitor|HIV inhibitor"
"3471","tenovins",-0.076875,"SIRT inhibitor|p53 activator"
"3472","tenoxicam",-0.0572166666666667,"Cyclooxygenase inhibitor"
"3473","TEPP-46",-0.726683333333333,"Pyruvate kinase isozyme activator"
"3474","TER-14687",-0.406377777777778,"Inhibitor of translocation of PKCq in T cells"
"3475","terazosin",-0.181357142857143,"Adrenergic receptor antagonist"
"3476","terbinafine",0.207211111111111,"Fungal squalene epoxidase inhibitor"
"3477","terbutaline",0.1947125,"Adrenergic receptor agonist"
"3478","terconazole",0.3036875,"Sterol demethylase inhibitor"
"3479","terfenadine",0.662185714285714,"Histamine receptor antagonist"
"3480","teriflunomide",-0.553428571428571,"Dihydroorotate dehydrogenase inhibitor"
"3481","teroxirone",-0.278928571428571,"DNA inhibitor"
"3482","terreic-acid",-0.48138,"BTK inhibitor"
"3483","tesaglitazar",0.4743,"Insulin sensitizer|PPAR receptor agonist"
"3484","testosterone",-0.2931,"Androgen receptor agonist"
"3485","testosterone-propionate",0.135457142857143,"Androgen receptor agonist"
"3486","tetrabenazine",0.3337,"Vesicular monoamine transporter inhibitor"
"3487","tetracaine",0.505366666666667,"Membrane integrity inhibitor"
"3488","tetracycline",-1.2336,"Bacterial 30S ribosomal subunit inhibitor"
"3489","tetradecylthioacetic-acid",0.237085714285714,"Lipid peroxidase inhibitor"
"3490","tetraethylenepentamine",0,"Superoxide dismutase inhibitor"
"3491","tetrahydrobiopterin",0.370714285714286,"Nitric oxide stimulant|Nitric oxide synthase stimulant|Phenylalanine 4-hydroxylase stimulant"
"3492","tetrahydropalmatine",0.3231,"Serotonin receptor agonist"
