"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"7674","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","benzodiazepine receptor agonist",0.29051,0.741,0.77,301,0.893
"7675","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","bromodomain inhibitor",0.53486,1.36,0.144,180,1
"7676","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","calcium channel blocker",-0.38596,-1.02,0.423,1318,1
"7677","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","CC chemokine receptor antagonist",-0.40036,-1.06,0.38,1245,1
"7678","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","CDK inhibitor",0.31498,0.811,0.678,323,0.976
"7679","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","CHK inhibitor",0.55368,1.4,0.129,314,1
"7680","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","cyclooxygenase inhibitor",-0.34295,-0.89,0.564,875,1
"7681","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","cytochrome P450 inhibitor",-0.34244,-0.876,0.596,888,1
"7682","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","DNA alkylating agent",-0.29359,-0.774,0.741,1161,1
"7683","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","DNA inhibitor",-0.31534,-0.805,0.668,994,1
"7684","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","DNA methyltransferase inhibitor",-0.34805,-0.903,0.542,1160,1
"7685","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","DNA polymerase inhibitor",0.20882,0.533,0.97,427,0.988
"7686","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","DNA synthesis inhibitor",0.30549,0.782,0.705,80,0.935
"7687","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","dopamine receptor antagonist",0.32274,0.814,0.661,528,1
"7688","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","estrogen receptor agonist",0.56684,1.46,0.113,66,1
"7689","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","estrogen receptor antagonist",0.30286,0.77,0.735,299,0.927
"7690","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","FGFR inhibitor",-0.31218,-0.811,0.682,1128,1
"7691","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","FLT3 inhibitor",-0.35216,-0.933,0.52,1191,1
"7692","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","glucocorticoid receptor agonist",0.33004,0.819,0.668,120,1
"7693","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","glutamate receptor antagonist",0.34084,0.864,0.599,210,1
"7694","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","glycogen synthase kinase inhibitor",0.47611,1.22,0.247,373,0.834
"7695","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","growth factor receptor inhibitor",0.31483,0.79,0.706,353,0.982
"7696","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","HCV inhibitor",-0.39889,-1.02,0.421,1174,1
"7697","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","HDAC inhibitor",-0.2098,-0.528,0.963,1024,1
"7698","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","histamine receptor antagonist",0.32936,0.821,0.656,327,1
"7699","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.4762,-1.26,0.2,1155,1
"7700","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","HMGCR inhibitor",0.46456,1.2,0.252,403,0.758
"7701","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","HSP inhibitor",-0.45148,-1.19,0.248,965,1
"7702","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","JAK inhibitor",-0.20375,-0.533,0.964,1346,1
"7703","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","KIT inhibitor",-0.28351,-0.728,0.788,1029,1
"7704","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","MDM inhibitor",0.50337,1.29,0.21,625,1
"7705","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","MEK inhibitor",-0.23694,-0.62,0.909,1048,1
"7706","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","MET inhibitor",-0.48495,-1.27,0.211,1349,1
"7707","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","microtubule inhibitor",-0.36616,-0.948,0.523,1143,1
"7708","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","mTOR inhibitor",0.21382,0.557,0.95,191,0.998
"7709","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","NFkB pathway inhibitor",-0.34662,-0.898,0.564,1279,1
"7710","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","opioid receptor agonist",0.6257,1.59,0.0571,232,1
"7711","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","p38 MAPK inhibitor",0.68799,1.78,0.0188,171,0.737
"7712","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","PARP inhibitor",0.41966,1.05,0.388,159,0.901
"7713","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",-0.21513,-0.573,0.942,892,1
"7714","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","phosphatase inhibitor",0.34244,0.888,0.585,341,1
"7715","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","phosphodiesterase inhibitor",0.4774,1.2,0.251,435,0.758
"7716","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","PI3K inhibitor",-0.19632,-0.514,0.966,910,0.997
"7717","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","PLK inhibitor",0.41063,1.03,0.409,141,0.901
"7718","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","potassium channel blocker",-0.30144,-0.794,0.695,1001,1
"7719","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","PPAR receptor agonist",-0.43791,-1.14,0.302,1344,1
"7720","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","progesterone receptor agonist",0.48549,1.23,0.248,385,0.882
"7721","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","proteasome inhibitor",0.60935,1.57,0.0677,418,0.863
"7722","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","protein synthesis inhibitor",0.28729,0.742,0.784,104,0.917
"7723","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","protein tyrosine kinase inhibitor",0.3014,0.758,0.749,17,0.919
"7724","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","RAF inhibitor",-0.41416,-1.08,0.341,1225,1
"7725","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","RET tyrosine kinase inhibitor",0.31969,0.82,0.687,450,1
"7726","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","retinoid receptor agonist",0.49586,1.27,0.2,241,1
"7727","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","ribonucleotide reductase inhibitor",0.25726,0.658,0.894,257,0.93
"7728","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","serotonin receptor agonist",-0.4597,-1.2,0.262,1263,1
"7729","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","serotonin receptor antagonist",0.47715,1.24,0.225,27,0.943
"7730","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","sodium channel blocker",-0.28714,-0.728,0.746,1149,1
"7731","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","src inhibitor",-0.45139,-1.13,0.301,1029,1
"7732","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","sterol demethylase inhibitor",0.41303,1.08,0.348,228,0.934
"7733","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","SYK inhibitor",-0.47357,-1.21,0.224,1021,1
"7734","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","TGF beta receptor inhibitor",-0.56487,-1.47,0.113,881,1
"7735","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","thymidylate synthase inhibitor",0.35672,0.92,0.538,36,1
"7736","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","topoisomerase inhibitor",-0.20902,-0.537,0.964,1205,1
"7737","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","tubulin polymerization inhibitor",0.26253,0.676,0.852,371,0.933
"7738","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","tyrosine kinase inhibitor",-0.26679,-0.718,0.773,1029,1
"7739","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","VEGFR inhibitor",-0.14961,-0.399,1,1065,0.998
"7740","expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation","Estimate","vitamin D receptor agonist",-0.34634,-0.906,0.565,1005,1
"7741","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","Synthetic_Drug_Set",0.65629,1.69,0.0245,445,0.677
"7742","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","EGFR inhibitor",0.27089,0.686,0.841,414,0.944
"7743","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","Abl kinase inhibitor",-0.23432,-0.598,0.934,1030,1
"7744","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","acetylcholine receptor agonist",0.38262,0.986,0.432,587,0.933
"7745","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","acetylcholine receptor antagonist",-0.29175,-0.758,0.754,1053,1
"7746","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","adenosine receptor antagonist",0.48692,1.26,0.221,8,0.998
"7747","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","adrenergic receptor agonist",-0.49475,-1.27,0.191,937,1
"7748","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","adrenergic receptor antagonist",-0.29148,-0.767,0.758,1231,1
"7749","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","AKT inhibitor",-0.22379,-0.579,0.917,949,1
"7750","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.29432,0.753,0.764,389,0.95
"7751","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","androgen receptor antagonist",-0.22678,-0.595,0.913,987,1
"7752","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","antioxidant",0.41306,1.07,0.381,461,0.869
"7753","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","AP inhibitor",-0.49537,-1.3,0.176,1017,1
"7754","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","ATPase inhibitor",0.24718,0.642,0.878,445,0.925
"7755","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","Aurora kinase inhibitor",0.44471,1.13,0.303,123,0.83
"7756","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.36751,-0.959,0.511,1308,1
"7757","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","bacterial DNA gyrase inhibitor",-0.47524,-1.23,0.242,1188,1
"7758","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","BCL inhibitor",-0.39362,-1.05,0.366,1183,1
"7759","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","Bcr.Abl kinase inhibitor",-0.36042,-0.933,0.498,1030,1
"7760","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","benzodiazepine receptor agonist",0.28752,0.739,0.807,305,0.945
"7761","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","bromodomain inhibitor",0.53263,1.39,0.138,183,0.822
"7762","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","calcium channel blocker",-0.38596,-1,0.428,1318,1
"7763","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","CC chemokine receptor antagonist",-0.40111,-1.05,0.374,1246,1
"7764","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","CDK inhibitor",0.31197,0.783,0.718,327,1
"7765","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","CHK inhibitor",0.5507,1.44,0.122,318,0.795
"7766","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","cyclooxygenase inhibitor",-0.34595,-0.882,0.577,879,0.991
"7767","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","cytochrome P450 inhibitor",-0.34542,-0.882,0.581,892,0.991
"7768","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","DNA alkylating agent",-0.29434,-0.779,0.691,1162,1
"7769","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","DNA inhibitor",-0.31609,-0.821,0.635,995,1
"7770","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","DNA methyltransferase inhibitor",-0.34879,-0.902,0.555,1161,1
"7771","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","DNA polymerase inhibitor",0.2051,0.53,0.963,432,0.967
"7772","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","DNA synthesis inhibitor",0.30549,0.779,0.708,80,0.995
"7773","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","dopamine receptor antagonist",0.31899,0.823,0.661,533,1
"7774","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","estrogen receptor agonist",0.62182,1.6,0.0543,115,0.572
"7775","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","estrogen receptor antagonist",0.29989,0.762,0.73,303,0.964
"7776","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","FGFR inhibitor",-0.31293,-0.813,0.657,1129,1
"7777","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","FLT3 inhibitor",-0.35291,-0.937,0.514,1192,1
"7778","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","glucocorticoid receptor agonist",0.32853,0.829,0.647,122,1
"7779","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","glutamate receptor antagonist",0.3386,0.88,0.568,213,1
"7780","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","glycogen synthase kinase inhibitor",0.47313,1.23,0.237,377,0.82
"7781","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","growth factor receptor inhibitor",0.31185,0.802,0.707,357,1
"7782","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","HCV inhibitor",-0.39964,-1.03,0.394,1175,1
"7783","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","HDAC inhibitor",-0.21056,-0.537,0.969,1025,0.986
"7784","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","histamine receptor antagonist",0.32561,0.826,0.647,332,1
"7785","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47694,-1.22,0.235,1156,1
"7786","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","HMGCR inhibitor",0.46085,1.19,0.253,408,0.741
"7787","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","HSP inhibitor",-0.45297,-1.2,0.245,967,1
"7788","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","JAK inhibitor",-0.20375,-0.543,0.96,1346,1
"7789","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","KIT inhibitor",-0.28426,-0.743,0.761,1030,0.99
"7790","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","MDM inhibitor",0.49965,1.24,0.235,630,0.868
"7791","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","MEK inhibitor",-0.23769,-0.62,0.89,1049,1
"7792","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","MET inhibitor",-0.48495,-1.25,0.216,1349,1
"7793","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","microtubule inhibitor",-0.36691,-0.97,0.473,1144,1
"7794","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","mTOR inhibitor",0.26397,0.691,0.834,194,0.963
"7795","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","NFkB pathway inhibitor",-0.34736,-0.892,0.585,1280,1
"7796","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","opioid receptor agonist",0.62347,1.6,0.0479,235,0.572
"7797","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","p38 MAPK inhibitor",0.68576,1.74,0.0211,174,0.99
"7798","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","PARP inhibitor",0.41743,1.11,0.313,162,0.824
"7799","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",-0.21739,-0.571,0.942,895,1
"7800","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","phosphatase inhibitor",0.33946,0.864,0.601,345,1
"7801","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","phosphodiesterase inhibitor",0.47442,1.21,0.227,439,0.804
"7802","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","PI3K inhibitor",0.21898,0.544,0.951,158,0.982
"7803","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","PLK inhibitor",0.4084,1.05,0.392,144,0.871
"7804","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","potassium channel blocker",-0.30218,-0.778,0.726,1002,1
"7805","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","PPAR receptor agonist",-0.43791,-1.16,0.277,1344,1
"7806","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","progesterone receptor agonist",0.47947,1.2,0.251,390,0.768
"7807","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","proteasome inhibitor",0.60563,1.55,0.0677,423,0.591
"7808","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","protein synthesis inhibitor",0.28654,0.733,0.763,105,0.928
"7809","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","protein tyrosine kinase inhibitor",0.3014,0.762,0.749,17,0.964
"7810","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","RAF inhibitor",-0.41491,-1.06,0.36,1226,1
"7811","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","RET tyrosine kinase inhibitor",0.31597,0.808,0.682,455,1
"7812","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","retinoid receptor agonist",0.49362,1.28,0.199,244,1
"7813","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","ribonucleotide reductase inhibitor",0.25428,0.65,0.867,261,0.94
"7814","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor agonist",-0.46044,-1.21,0.232,1264,1
"7815","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","serotonin receptor antagonist",0.47715,1.25,0.241,27,0.925
"7816","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","sodium channel blocker",-0.28788,-0.75,0.733,1150,1
"7817","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","src inhibitor",-0.45213,-1.17,0.273,1030,1
"7818","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","sterol demethylase inhibitor",0.4108,1.04,0.403,231,0.85
"7819","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","SYK inhibitor",-0.47431,-1.22,0.225,1022,1
"7820","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","TGF beta receptor inhibitor",-0.56785,-1.5,0.0873,885,1
"7821","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","thymidylate synthase inhibitor",0.35672,0.929,0.527,36,1
"7822","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","topoisomerase inhibitor",-0.24091,-0.625,0.914,1206,1
"7823","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","tubulin polymerization inhibitor",0.25951,0.677,0.847,375,0.932
"7824","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","tyrosine kinase inhibitor",-0.26754,-0.693,0.834,1030,1
"7825","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","VEGFR inhibitor",-0.15037,-0.383,1,1066,0.999
"7826","expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation","Estimate","vitamin D receptor agonist",-0.34709,-0.899,0.539,1006,1
"7827","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","Synthetic_Drug_Set",0.7174,1.82,0.0153,174,0.283
"7828","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","EGFR inhibitor",0.26222,0.661,0.845,388,0.951
"7829","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","Abl kinase inhibitor",-0.23432,-0.603,0.915,1030,1
"7830","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor agonist",0.38188,0.981,0.456,588,0.927
"7831","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","acetylcholine receptor antagonist",-0.29175,-0.755,0.754,1053,1
"7832","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","adenosine receptor antagonist",0.48692,1.23,0.246,8,0.965
"7833","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor agonist",-0.494,-1.29,0.177,936,1
"7834","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","adrenergic receptor antagonist",-0.29148,-0.735,0.759,1231,1
"7835","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","AKT inhibitor",-0.22379,-0.596,0.93,949,1
"7836","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",0.29507,0.744,0.771,388,0.916
"7837","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","androgen receptor antagonist",-0.22678,-0.595,0.919,987,1
"7838","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","antioxidant",0.41306,1.07,0.366,461,0.909
"7839","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","AP inhibitor",-0.49537,-1.3,0.186,1017,1
"7840","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","ATPase inhibitor",0.34834,0.895,0.589,301,1
"7841","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","Aurora kinase inhibitor",0.44396,1.16,0.266,124,0.795
"7842","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.36751,-0.945,0.495,1308,1
"7843","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","bacterial DNA gyrase inhibitor",-0.44105,-1.12,0.323,1188,1
"7844","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","BCL inhibitor",-0.39362,-1.05,0.357,1183,1
"7845","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","Bcr.Abl kinase inhibitor",-0.36042,-0.945,0.494,1030,1
"7846","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","benzodiazepine receptor agonist",0.28678,0.712,0.783,306,0.909
"7847","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","bromodomain inhibitor",0.53114,1.36,0.144,185,0.886
"7848","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","calcium channel blocker",-0.38596,-0.995,0.443,1318,1
"7849","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","CC chemokine receptor antagonist",-0.40111,-1.06,0.358,1246,1
"7850","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","CDK inhibitor",0.31121,0.792,0.705,328,0.949
"7851","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","CHK inhibitor",0.54996,1.43,0.105,319,0.797
"7852","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","cyclooxygenase inhibitor",-0.3452,-0.902,0.543,878,1
"7853","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","cytochrome P450 inhibitor",-0.34467,-0.902,0.547,891,1
"7854","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","DNA alkylating agent",-0.29434,-0.774,0.725,1162,1
"7855","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","DNA inhibitor",-0.31609,-0.83,0.616,995,1
"7856","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","DNA methyltransferase inhibitor",-0.34879,-0.889,0.546,1161,0.999
"7857","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","DNA polymerase inhibitor",0.2051,0.512,0.973,432,0.975
"7858","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","DNA synthesis inhibitor",0.304,0.779,0.723,82,0.942
"7859","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","dopamine receptor antagonist",0.31824,0.844,0.631,534,1
"7860","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor agonist",0.73395,1.86,0.00402,68,0.425
"7861","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","estrogen receptor antagonist",0.29914,0.766,0.705,304,0.934
"7862","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","FGFR inhibitor",-0.31293,-0.821,0.655,1129,1
"7863","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","FLT3 inhibitor",-0.35291,-0.93,0.51,1192,1
"7864","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","glucocorticoid receptor agonist",0.32778,0.829,0.644,123,1
"7865","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","glutamate receptor antagonist",0.3371,0.858,0.628,215,1
"7866","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","glycogen synthase kinase inhibitor",0.47313,1.2,0.249,377,0.814
"7867","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","growth factor receptor inhibitor",0.31185,0.801,0.682,357,0.964
"7868","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","HCV inhibitor",-0.39964,-1.02,0.393,1175,1
"7869","expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation","Estimate","HDAC inhibitor",-0.21056,-0.546,0.966,1025,1
